1 on 1 Phlebotomy,totalScore,reviewsCount,street,city,regions serviced,state,countryCode,website,phone,categoryName,url
Radiant Recharge,5,9,1638 N Memorial Dr,Lancaster,,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-lancaster,(614) 788-2263,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Lancaster&query_place_id=ChIJC1nFvBCLR4gR5H7Wgns3HNc
Reset Mobile Phlebotomy Services,4.9,499,5416 Northfield Rd,Maple Heights,,Ohio,US,http://www.mymedcert.com/,(440) 786-2378,Nursing school,https://www.google.com/maps/search/?api=1&query=Med-Cert%20Training%20Center&query_place_id=ChIJu-IbgEHiMIgRtejRDno8upQ
Rezultz International INC,3.3,4,1040 Delaware Ave,Marion,,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-marion-medical-campus,(740) 383-7999,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Marion%20Medical%20Campus&query_place_id=ChIJ62NU4LAbOYgRKcrc-uUsq38
RGTC Mobile Lab Service LLC,5,1,130 University Dr,Marion,,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-marion-university-drive,(740) 692-4460,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Marion%20University%20Drive&query_place_id=ChIJBTLIhBUbOYgR9aCBhRD6AUM
Rohnert Park Center Lab,4.7,15,781 Beta Dr H,Mayfield,,Ohio,US,https://www.clevelandreliabledraw.com/,(216) 855-0967,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Cleveland%20Reliable%20Draw&query_place_id=ChIJgQU8sD2XmWYRhLfKqMaImmo
Rosia B. Mobile Phlebotomy Services LLC,2.7,19,5850 Landerbrook Dr Suite 200,Mayfield Heights,,Ohio,US,https://www.uhhospitals.org/locations/uh-landerbrook-health-center/services/laboratory-services?utm_campaign=UH_Landerbrook_Health_Center_Laboratory_Services_5850_Landerbrook_Drive&utm_source=yext&utm_medium=locallisting&utm_content=website_url,(440) 446-9392,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UH%20Landerbrook%20Health%20Center%20Laboratory%20Services&query_place_id=ChIJIa0U_PkDMYgRxMkVlevDcCg
Rosia B. Mobile Phlebotomy Services LLC,5,2,18000 Jefferson Park Rd STE 101,Middleburg Heights,,Ohio,US,https://www.samphealth.com/,(440) 297-4100,Medical laboratory,https://www.google.com/maps/search/?api=1&query=SAMP%20Health%20Laboratory%20Services&query_place_id=ChIJqxuM-o_rMIgRQ4Uv-4-7B0o
Rosia B. Mobile Phlebotomy Services LLC,5,1,1740 W 4th St,Ontario,,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-ontario-health-and-fitness-center,(419) 526-8341,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Ontario%20Health%20and%20Fitness%20Center&query_place_id=ChIJbc403TyVOYgRD3dx24fIsaU
"Ross Mobile Phlebotomy Services, LLC",5,3,28555 Starbright Blvd,Perrysburg,,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-starbright-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(419) 277-7964,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Starbright%20Lab%20Services&query_place_id=ChIJTXedSfWJO4gR8Y84AmMbEm0
RRH Labs,4.3,11,1010 Refugee Rd Suite 100,Pickerington,,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-pickerington-medical-campus,(614) 788-4240,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Pickerington%20Medical%20Campus&query_place_id=ChIJ9-EZtih7OIgRxeVpEFU2_n8
Ruby’s Academy for Health Occupations,2.5,2,564 E 2nd St,Salem,,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-salem-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(234) 567-8150,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Salem%20Lab%20Services&query_place_id=ChIJPxAXVGCrNogRbZvk4905YR0
Saad Healthcare,1,2,199 W Main St,Shelby,,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-shelby-hospital,(419) 342-1727,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Shelby%20Hospital&query_place_id=ChIJSdixM5iROYgRcIDH-iNyTzU
"Saad Healthcare Career Training CNA, CMA",3.4,5,1611 S Green Rd Suite 011,South Euclid,,Ohio,US,https://www.uhhospitals.org/locations/uh-suburban-health-center/services/lab-services?utm_campaign=UH_Suburban_Health_Center_Laboratory_Services_1611_South_Green_Road&utm_source=yext&utm_medium=locallisting&utm_content=website_url,(216) 382-9705,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UH%20Suburban%20Health%20Center%20Laboratory%20Services&query_place_id=ChIJL54MAgD9MIgRGNGL3MCsAyU
Saad Medical Equipment,2.9,91,1565 S Byrne Rd Ste 105,Toledo,,Ohio,US,https://locations.labcorp.com/oh/toledo/2033/,(419) 381-1300,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJW2lFb094PIgRorVWfeOsmtU
Safe Hands Phlebotomy LLC,3.5,4,2755 Shoreland Ave,Toledo,,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-point-shoreland-imaging-and-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(419) 696-8138,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Point%20Shoreland%20Lab%20Services&query_place_id=ChIJYUHC7QSDO4gRLOXhJ2iH1j4
Sage Health,4.2,13,3425 Executive Pkwy Suite 215,Toledo,,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-westgate-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(419) 407-3650,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Westfield%20Lab%20Services&query_place_id=ChIJt6myFxB_PIgRlMHobqbfRIw
Salem Hospital Laboratory,3.6,12,1932 Niles Cortland Rd NE,Warren,,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-howland-imaging-and-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(330) 306-5310,Medical diagnostic imaging center,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Howland%20Imaging%20and%20Lab%20Services&query_place_id=ChIJraFRMjjfM4gRJ2myz_gVPrU
SAMP Health Laboratory Services,3.5,11,3909 Orange Pl Suite 2200,WARRENSVL HTS,,Ohio,US,https://www.uhhospitals.org/locations/ahuja/chagrin-highlands/uh-chagrin-highlands-health-center-laboratory-services,(216) 896-1820,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UH%20Minoff%20Health%20Center%20at%20Chagrin%20Highlands%20Laboratory%20Services&query_place_id=ChIJG1I1R5EDMYgRyiSWp_RswuM
Santa Clara Center Lab,2.5,8,5050 Pine Creek Dr,Westerville,,Ohio,US,http://www.appsparamedical.com/,(614) 839-2777,Medical examiner,https://www.google.com/maps/search/?api=1&query=APPS%20Paramedical&query_place_id=ChIJicULDm5gOIgRzhHJxPATNAU
Scotts Valley Center Lab,2,22,300 Polaris Pkwy Suite 1350,Westerville,,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-westerville-medical-campus,(614) 533-3050,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Westerville%20Medical%20Center&query_place_id=ChIJw2KN1cT1OIgRziMkkik7HGE
Sederick Mobile Med | Mobile Phlebotomy & At-Home Medical Services in New York,5,10,29339 Euclid Ave Ste 300,Wickliffe,,Ohio,US,https://www.collabdiagnostics.com/,(440) 901-5227,Drug testing service,https://www.google.com/maps/search/?api=1&query=Collaborative%20Diagnostics%2C%20LLC&query_place_id=ChIJS3N6be6qMYgRrp_Z9OnmGuE
"Serenity Mobile Phlebotomy, LLC",2,8,8401 Market St,Youngstown,,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-st-elizabeth-boardman-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(330) 729-1428,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20St.%20Elizabeth%20Boardman%20Lab%20Services&query_place_id=ChIJvR0ROyD7M4gRhcBvGd2stlM
Shark Techs Mobile Phlebotomy,,0,1044 Belmont Ave,Youngstown,,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-st-elizabeth-youngstown-hospital-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(330) 480-2802,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20St.%20Elizabeth%20Youngstown%20Lab%20Services&query_place_id=ChIJ-WLnIQ7lM4gR6uGkufyrIJc
Shaw's Mobile Phlebotomy,5,6,,,,Ohio,US,https://www.mobilelabspro.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1073147446677621108,(440) 328-8125,Community health center,https://www.google.com/maps/search/?api=1&query=Mobile%20Labs%20Pro&query_place_id=ChIJ1Yfa-DIibqYRZBb3FaAysBg
Simply Draw Phlebotomy LLC.,,0,"6464 SW Borland Rd, 1 2 Suite C-5",Tualatin,,OR,US,http://stellarlabsnw.com/,(503) 878-5418,Laboratory,https://www.google.com/maps/search/?api=1&query=Stellar%20Labs%20NW&query_place_id=ChIJW-wZZXJzlVQRf10p-s24JSE
Sincere touch mobile phlebotomy llc and phlebotomy training center And Lab,4.1,30,12725 SW Millikan Way Suit 300,Beaverton,,Oregon,US,https://oqmps.com/oregon/,(971) 231-8600,Vocational school,https://www.google.com/maps/search/?api=1&query=Oquirrh%20Mountain%20Phlebotomy%20School&query_place_id=ChIJxRaR76EOlVQRrn-b0CPldbc
"Small Gentle Hands, LLC",4.9,119,8800 SE Sunnyside Rd #2185,Clackamas,,Oregon,US,https://www.phlebotomyusa.com/oregon/clackamas-phlebotomy-courses/?c=clackamas,(888) 531-8378,Vocational school,https://www.google.com/maps/search/?api=1&query=Phlebotomy%20Training%20Specialists&query_place_id=ChIJxUKncTh1lVQRGKoQVHRQh4c
SMH Care Center at Clark Road,5,83,1355 NW Everett St #100,Portland,,Oregon,US,http://stumptownlabservices.com/,(971) 433-5334,Blood testing service,https://www.google.com/maps/search/?api=1&query=Stumptown%20Lab%20Services%20LLC&query_place_id=ChIJufIAuWPRQIYRoc-SIzXyAFc
Smoothsticks Mobile Phlebotomy,2.9,35,1111 NE 99th Ave,Portland,,Oregon,US,https://www.labcorp.com/labs-and-appointments?Is=location&y_source=1_OTU3NjI3Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(503) 215-6555,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp%20at%20Providence%20The%20Oregon%20Clinic&query_place_id=ChIJDcFlI3KhlVQRyio0ED79Jo8
Soft Touch Lab Services,2.3,3,700 SW Campus Dr 7th Floor,Portland,,Oregon,US,https://www.ohsu.edu/doernbecher/pediatric-lab-doernbecher?utm_source=gmb&utm_medium=organic&utm_content=lab-doernbecher,(503) 494-4214,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OHSU%20Doernbecher%20Pediatric%20Lab%2C%20Marquam%20Hill&query_place_id=ChIJgbukLqsLlVQRP1kwQN6qIC0
Soft Touch Mobile Labs LLC,4.5,13,"OHSU Physicians Pavilion, 3270 SW Pavilion Loop Suite 300",Portland,,Oregon,US,https://www.ohsu.edu/lab-services/outpatient-phlebotomy-services?utm_source=gmb&utm_medium=organic&utm_content=lab-marquam-hill,(503) 494-4214,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OHSU%20Outpatient%20Lab%2C%20Marquam%20Hill&query_place_id=ChIJS4u2mSgLlVQRCqy5ETHnc3E
Speedy Mobile Phlebotomy LLC,3.8,33,"First Floor, 3485 S Bond Ave Building 2",Portland,,Oregon,US,https://www.ohsu.edu/lab-services/outpatient-phlebotomy-services?utm_source=gmb&utm_medium=organic&utm_content=lab-south-waterfront,(503) 494-4214,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OHSU%20Outpatient%20Lab%2C%20South%20Waterfront&query_place_id=ChIJkRHjKhQLlVQR5tIYPjYzW8w
Speedy Sticks,2,20,5331 S Macadam Ave #380,Portland,,Oregon,US,,(360) 784-0748,Medical clinic,https://www.google.com/maps/search/?api=1&query=Elite%20Phlebotomy&query_place_id=ChIJuSwrPfgKlVQRbRKghbC-Mno
Speedy Sticks,3.7,29,1130 NW 22nd Ave Ste 360,Portland,,Oregon,US,,(503) 413-6589,Medical clinic,https://www.google.com/maps/search/?api=1&query=Legacy%20Laboratory%20Services%20-%20Good%20Samaritan%20Building%203%20Patient%20Service%20Center&query_place_id=ChIJHQKuefAJlVQR2bTxuU2Lbxc
Speedy Sticks,3.3,6,211 NW Larch Ave,Redmond,,Oregon,US,https://www.stcharleshealthcare.org/locations/family-care-redmond-laboratory?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,(541) 706-7717,Medical laboratory,https://www.google.com/maps/search/?api=1&query=St.%20Charles%20Redmond%20Family%20Care%20Clinic%20Laboratory&query_place_id=ChIJ3cj0tuwqv1QR6aRwuvBYgHU
Speedy Sticks,4.4,7,1126 Gateway Loop #108,Springfield,,Oregon,US,http://www.oregonmedicaltraining.com/,(541) 343-3100,School,https://www.google.com/maps/search/?api=1&query=Oregon%20Medical%20Training%2C%20Private%20Career%20School&query_place_id=ChIJg89E4wAdwVQRQyNsq-SkjFc
Speedy Sticks,5,15,1859 Rambling Dr,Springfield,,Oregon,US,https://aimsvascularaccess.com/,(541) 505-7386,Home health care service,https://www.google.com/maps/search/?api=1&query=AIMS%20Vascular%20Access&query_place_id=ChIJq6pOZA_hwFQRNKn_F5qTvsc
Speedy Sticks (25 Broad Saint ),4.8,35,6464 SW Borland Rd Suite C-5,Tualatin,,Oregon,US,http://www.venacarenwlabs.com/,(503) 878-5418,Medical laboratory,https://www.google.com/maps/search/?api=1&query=VenaCare%20NW%20Wellness%20Clinics%20and%20Mobile%20Phlebotomy&query_place_id=ChIJDyKXCz5zlVQRodOXQ8AFEzs
Spokane Testing Solutions,5,3,6464 SW Borland Rd,Tualatin,,Oregon,US,,,Laboratory,https://www.google.com/maps/search/?api=1&query=VenaCareNW%20Wellness%20Clinics%20and%20Mobile%20Phlebotomy&query_place_id=ChIJz0hNtudzlVQRB7MsMJXG1nU
Sprinter Health,4.3,6,,,,Oregon,US,https://sites.google.com/view/bloodlinkmobile/home,(503) 887-7992,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Bloodlink%20Mobile%20Laboratory%20Services%20LLC&query_place_id=ChIJ9WSmMMkCzSURHJBrsJJ1eJY
SSR Mobile Phlebotomy and Services,,0,15917 Kinsack Rd,Centerville,,Pennsylvania,US,https://quikstiks-mobile-lab-service.ueniweb.com/?utm_campaign=gmb,(814) 547-3460,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quikstiks%20Mobile%20Lab%20Service&query_place_id=ChIJH5-CCfbpMogRWd8D7MivmO0
St Peter's Laboratory - Hackett Blvd.,5,9,196 W Ashland St,Doylestown,,Pennsylvania,US,https://wellnesslabsmobile.com/,(267) 983-4706,Laboratory,https://www.google.com/maps/search/?api=1&query=Wellness%20Labs%20Mobile%20Phlebotomy&query_place_id=ChIJu-sRxjapxokRiEbiRAbeUZE
St. Charles Redmond Family Care Clinic Laboratory,4.5,37,1010 Marketplace Dr,Edinboro,,Pennsylvania,US,https://locations.questdiagnostics.com/pa/edinboro/1010-marketplace-dr,(814) 734-9900,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJN1bYj-32NIgR5zFUEWxj3CU
"St. Luke's Lab Services: Meridian, E. Copper Point Dr.",5,22,610 Old York Rd,Jenkintown,,Pennsylvania,US,http://gentletouchmp.com/,(856) 431-3013,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Gentle%20Touch%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJAQDAn-6wxokRCYFM6JYLh7o
St. Peter's Laboratory,,0,,Newton,,Pennsylvania,US,https://mobilab2go.com/,(707) 652-9771,Local medical services,https://www.google.com/maps/search/?api=1&query=Mobi-Lab%20Mobile%20Phlebotomy&query_place_id=ChIJX0orkG5zhYARDfkbH09DujA
Stanford Blood Draw at Hoover Pavilion,5,4,18831 Sandy Ridge Station,Orbisonia,,Pennsylvania,US,https://www.phhealthcare.org/location/outpatient-care-services/quicklab-orbisoniaa-service-of-penn-highlands-huntingdon-lab-collection-site-596,(814) 447-9511,Medical laboratory,https://www.google.com/maps/search/?api=1&query=J%20C%20Blair%20Medical%20Laboratory&query_place_id=ChIJSb3hsCliyYkR9PD0SbI3SrU
Stars Academy School Of Phlebotomy,5,5,,Philadelphia,,Pennsylvania,US,https://www.wonderstick.health/,(888) 978-4256,Blood testing service,https://www.google.com/maps/search/?api=1&query=Wonder%20Stick%20Mobile%20Phlebotomy&query_place_id=ChIJzaReE5ozWCIR8lGlyX9YCrE
STAT LABORATORY,5,1,6725 Grovers Ave,Philadelphia,,Pennsylvania,US,,,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Divine%20Touch%20Mobile%20Phlebotomy%20Service%2C%20LLC&query_place_id=ChIJX7s-RhfExokRSL-bKdm4-6o
STAT MOBILE PHLEBOTOMY AND LABORATORY LLC,,0,1 Guthrie Sq,Sayre,,Pennsylvania,US,https://www.guthrie.org/locations/sayre-laboratory-services?utm_source=other&utm_medium=listing&utm_campaign=yext,(570) 887-4719,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Guthrie%20Sayre%20Laboratory%20Services&query_place_id=ChIJzSUVOToJ0IkRlzzNBaVSEEQ
Stat Mobile Phlebotomy Laboratory,3.2,52,521 Mount Pleasant Dr Ste 202,Scranton,,Pennsylvania,US,https://locations.labcorp.com/pa/scranton/19134/,(570) 207-4540,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJn78ujNTYxIkRcg561G3PxQc
Stellar Labs NW,4.6,22,413 S Washington Ave,Scranton,,Pennsylvania,US,,(570) 239-4604,Medical clinic,https://www.google.com/maps/search/?api=1&query=Compassionate%20Care%20Phlebotomy%20%26%20Medical%20LLC&query_place_id=ChIJYTv1QwXfxIkRFFvb9yBNjXo
Stick And Draw Mobile Phlebotomy,5,5,950 E Mountain Blvd,Wilkes-Barre,,Pennsylvania,US,https://locations.geisinger.org/Geisinger-Medical-Office-Building-Wyoming-Valley-Lab,(570) 271-6326,Laboratory,https://www.google.com/maps/search/?api=1&query=Geisinger%20Medical%20Office%20Building%20Wyoming%20Valley%20Lab&query_place_id=ChIJs0YerbkbxYkRZe9Xra-WNZs
"Straight To The Vein , Phlebotomy services",,0,,,Western Pennsylvannia,Pennsylvannia,US,https://blueheartphleb.com/,(724) 415-5127,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Blue%20heart%20mobile%20phlebotomy%20services%20LLC&query_place_id=ChIJEQ9Hp8_JeiwRoYROlQ_unv8
Stumptown Lab Services LLC,3.6,38,"333 School St Suite 108, Basement",Pawtucket,,Rhode Island,US,https://locations.questdiagnostics.com/ri/pawtucket/333-school-street,(401) 724-2971,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJD7IyD1Rb5IkRZVUntonWGsk
Sufficient Mobile Labs LLC,,0,19 Arnold St,Woonsocket,,Rhode Island,US,https://www.pfmphlebotomy.com/about-us,(401) 241-9605,,https://www.google.com/maps/search/?api=1&query=PFM%20Mobile%20Phlebotomy%20and%20Wellness%20LLC&query_place_id=ChIJhXfshlBq5IkRxGwwORgrpoI
Sunnyvale 301 Center Lab,5,96,19 Arnold St,Woonsocket,,Rhode Island,US,https://www.phlebstickmobile.com/,(860) 964-6533,Blood testing service,https://www.google.com/maps/search/?api=1&query=Phlebstick%20Mobile%20LLC&query_place_id=ChIJhynWIC2z54kRQRfjeL9HCl0
Sunrise Medical Laboratories,4.9,54,4371 Charlotte Hwy Ste 22,Lake Wylie,,South Carolina,US,http://www.gentlesticks.com/,(803) 589-7999,Laboratory,https://www.google.com/maps/search/?api=1&query=Gentle%20Sticks%20Mobile%20Phlebotomy%2C%20LLC&query_place_id=ChIJEzho-raBtmkRg12cZXCw088
Sunshine Mobile Phlebotomy Services,4.7,3,,,,"South Carolina, North Carolina",US,https://onthegomobilephlebotomy.com/?utm_campaign=gmb,(980) 434-9891,Local medical services,https://www.google.com/maps/search/?api=1&query=On%20The%20Go%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJy4cRqnj5cQYROMXCqAS36hI
Superior Care Mobile Phlebotomy LLC,5,41,845 Bell Rd,Antioch,,Tennessee,US,http://www.myhealthchecklab.com/,(615) 728-0881,Blood testing service,https://www.google.com/maps/search/?api=1&query=My%20Health%20Check%20Lab&query_place_id=ChIJUd1RfPBtZIgRzlg78Wl3leY
Superior Phlebotomy Mobile Technician LLC,4.9,9,4091 Mallory Ln #114,Franklin,,Tennessee,US,https://www.justdolabs.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16431543382020799453,(615) 596-9878,Blood testing service,https://www.google.com/maps/search/?api=1&query=Just%20Do%20LaBs%20Mobile%20Concierge%20Services&query_place_id=ChIJhy8HK2x_ZIgRawN4qiACiLI
Surepoint Solutions,,0,740C Conference Dr,Goodlettsville,,Tennessee,US,http://www.101divineservices.org/,(615) 473-3394,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Divine%20Testing%20Solutions&query_place_id=ChIJW1zKMTlFZIgRcSPHiwHSST0
Swift Lab Solutions,5,12,394 W Main St STE B9,Hendersonville,,Tennessee,US,https://www.humblesolutionslabservices.com/,(615) 697-3871,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Humble%20Solutions%20Lab%20Services&query_place_id=ChIJmcdczFf6NgwR819Ma78iWoc
Synergy Laboratories,4.4,26,183 Sterling Farms Dr,Jackson,,Tennessee,US,http://lifelinebloodserv.org/,(731) 427-4431,Blood donation center,https://www.google.com/maps/search/?api=1&query=Lifeline%20Blood%20Services&query_place_id=ChIJn44sl9OmfogRG0rfq2Ao18s
T&G Medical Mobile Lab and Drug Screen LLC,2.9,41,159 N Star Dr,Jackson,,Tennessee,US,https://locations.labcorp.com/tn/jackson/26177/,(731) 437-2042,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJhYmtH2WmfogRx2aMaGxyw78
Tender Sticks Mobile Phlebotomy Service LLC,2.9,106,4206 Sutherland Ave,Knoxville,,Tennessee,US,https://locations.labcorp.com/tn/knoxville/916/,(865) 588-2036,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJRSgpxcw8XIgRaNazI1cL6nM
Terrebonne General Outpatient Laboratory,3.8,29,900 E Woodland Ave,Knoxville,,Tennessee,US,,(865) 394-9960,Nursing school,https://www.google.com/maps/search/?api=1&query=Compassionate%20Care%20Technical%20Center&query_place_id=ChIJ38U7Ej89XIgRxZSBZpvhTjU
The Blood Connector,,0,1331 Union Ave ste 1002,Memphis,,Tennessee,US,https://prostixmp.com/,(901) 646-5724,Blood testing service,https://www.google.com/maps/search/?api=1&query=Prostixmp&query_place_id=ChIJ8-U6-b9_1YcRt4mdfbvKLrw
The Blood Fairy Mobile Phlebotomy,5,8,,Nashville,,Tennessee,US,http://confidentcaremp.net/,(615) 500-4464,Laboratory,https://www.google.com/maps/search/?api=1&query=Confident%20Care%20Mobile%20Phlebotomy&query_place_id=ChIJeUmS3OxBZIgRNdskRyDjOhc
The Gauge LLC Mobile Phlebotomy,2.6,18,300 20th Ave N Ste 800,Nashville,,Tennessee,US,https://locations.labcorp.com/tn/nashville/39590/,(615) 284-1398,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJtQC2Oo1nZIgR8A3AI7uOe4I
The Lab: Mobile Phlebotomy Svcs LLC,5,22,4235 Hillsboro Pike #300,Nashville,,Tennessee,US,https://nashvillemobilephlebotomy.com/,(615) 768-9406,Community health center,https://www.google.com/maps/search/?api=1&query=Gifted%20Touch%20Mobile%20Phlebotomy&query_place_id=ChIJXV-AsiZlZIgR0qvW-kmWgmE
The Mobile Phlebotomist Health and Wellness Testing,5,1,1301 Medical Center Dr Room 1602,Nashville,,Tennessee,US,https://vanderbilthealth.com/locations/vanderbilt-laboratory-services?utm_source=Yext,(615) 322-5000,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Vanderbilt%20Laboratory%20Services&query_place_id=ChIJr108oSlnZIgRbL6tBeHsnLs
The New Millennium Training Center,3.1,21,719 Thompson Ln #23108,Nashville,,Tennessee,US,https://vanderbilthealth.com/locations/vanderbilt-laboratory-services-central-one-hundred-oaks?utm_source=Yext,(615) 322-5000,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Vanderbilt%20Laboratory%20Services%20Central%20One%20Hundred%20Oaks&query_place_id=ChIJS3Bn9KNlZIgRaJkVr-p8rec
The Phleb Mobile Phlebotomy Services,5,14,,Nashville,,Tennessee,US,https://www.facebook.com/profile.php?id=100091938394277,(615) 852-5486,Blood testing service,https://www.google.com/maps/search/?api=1&query=Helping%20Hand%20Mobile%20Services%20LLC&query_place_id=ChIJE8Y4xIHyyiURxcWT8n_rTYQ
The Vein Draw Phleb Mobile Phlebotomy Service,4.4,150,3354 Perimeter Hill Dr Suite 105,Nashville,,Tennessee,US,https://www.fortis.edu/campuses/tennessee/nashville.html,(615) 320-5917,Vocational school,https://www.google.com/maps/search/?api=1&query=Fortis%20Institute%20in%20Nashville&query_place_id=ChIJ21vgfVZuZIgR5EnhJ7n6Otk
Timeless mobile phlebotomy solutions,4.7,152,2201 Charlotte Ave,Nashville,,Tennessee,US,https://www.redcross.org/local/tennessee/about-us/locations/nashville-area.html?CID=organic_gmb_listings,(615) 250-4300,Non-profit organization,https://www.google.com/maps/search/?api=1&query=American%20Red%20Cross&query_place_id=ChIJvd8oV8dmZIgRxv8aji7LTcw
title,2.5,27,5421 Main St,Spring Hill,,Tennessee,US,https://locations.labcorp.com/tn/spring-hill/30155/,(931) 489-6155,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJgQIuyL95Y4gRjt4bKdBEtmE
TLC Concierge Mobile Lab LLC,5,10,,Abilene,,Texas,US,https://omw-mobile-lab.square.site/,(325) 320-7917,Medical laboratory,https://www.google.com/maps/search/?api=1&query=On%20My%20Way%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJvWkRxUAewocR8wKPTd3L6jw
TMP Mobile Phlebotomy Service,2.8,24,3400 Olsen Blvd,Amarillo,,Texas,US,http://www.primemedicaltesting.com/,(806) 359-7600,Drug testing service,https://www.google.com/maps/search/?api=1&query=Prime%20Medical%20Testing&query_place_id=ChIJ2dDdKcVPAYcRff80kELZB6A
Top Phlight Lab Services,2.2,13,1301 Coulter St Ste 105,Amarillo,,Texas,US,https://locations.labcorp.com/tx/amarillo/7100/,(806) 354-8430,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJrf1Fr7FRAYcRi2YaSrqp2IA
