title,totalScore,reviewsCount,street,city,regions serviced,state,countryCode,website,phone,categoryName,url
Houston Mobile Lab,1,1,9920 Hwy 90 Alt Suite D160,Sugar Land,,Texas,US,http://www.houstonmobilelab.com/,(832) 947-3036,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Houston%20Mobile%20Lab&query_place_id=ChIJ3cUcr9XnQIYRTjK1ZPiScZU
"KS Health Services, LLC",5,13,7999 Hansen Rd ste 305,Houston,,Texas,US,http://www.kshealthservices.com/,(772) 353-6120,Medical laboratory,https://www.google.com/maps/search/?api=1&query=KS%20Health%20Services%2C%20LLC&query_place_id=ChIJ_whfDqKdQIYRR3prFGCIaJ0
Ashley's Phlebotomy School,5,10,4205 Broadway St #207,Pearland,,Texas,US,http://www.ashleyphelbs.com/,(281) 935-8937,Vocational secondary school,https://www.google.com/maps/search/?api=1&query=Ashley's%20Phlebotomy%20School&query_place_id=ChIJ0dp_gEiRQIYREldmrW3UYaU
ARCpoint Labs of Houston Northwest,4.9,477,11200 Northwest Fwy #500,Houston,,Texas,US,https://www.arcpointlabs.com/houston-northwest/?utm_source=GMrB&utm_medium=organic&utm_campaign=Houston,(832) 583-0050,Drug testing service,https://www.google.com/maps/search/?api=1&query=ARCpoint%20Labs%20of%20Houston%20Northwest&query_place_id=ChIJ9ySQ731t7ywR6uM1of6TCzI
360 Mobile Labs,4.9,103,"2600 SOUTH LOOP W SUITE 475M 340 N SAM HOUSTON PKWY E HOUSTON TX 77060, 2600 S Loop W SUITE 328",Houston,,TX,US,http://www.360mobilelabs.net/,(844) 622-8466,Education center,https://www.google.com/maps/search/?api=1&query=360%20Mobile%20Labs&query_place_id=ChIJ2_eB8MnBQIYRLK52cz-yDpE
blood Squad Labs,,0,24285,Katy,,TX,US,https://www.bloodsquadlabs.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4695957506398914211,(346) 205-1815,Home health care service,https://www.google.com/maps/search/?api=1&query=blood%20Squad%20Labs&query_place_id=ChIJsyt6RnAlQYYRyv-ZFm3hvlU
VeniLabs | Mobile Phlebotomy And Health Screenings In Utah,5,11,7533 Center View Ct Suite R,West Jordan,,Utah,US,http://venilaboratories.com/,(801) 610-6036,Medical laboratory,https://www.google.com/maps/search/?api=1&query=VeniLabs%20%7C%20Mobile%20Phlebotomy%20And%20Health%20Screenings%20In%20Utah&query_place_id=ChIJhxBr7FFEH2ERHEqapoPtQpE
Zamadhi’s Mobile Phlebotomy,5,1,,Provo,,Utah,US,,,Blood testing service,https://www.google.com/maps/search/?api=1&query=Zamadhi%E2%80%99s%20Mobile%20Phlebotomy&query_place_id=ChIJ0eXvHLSXTYcRrAV96Vcet8g
Epic Mobile Phlebotomy and Drug Testing Services,5,6,2011 Princess Anne St ste 205,Fredericksburg,,Virginia,US,https://www.epicmobilephlebotomy.com/,(540) 702-8199,Blood testing service,https://www.google.com/maps/search/?api=1&query=Epic%20Mobile%20Phlebotomy%20and%20Drug%20Testing%20Services&query_place_id=ChIJofrbedrDtokR19fAh-Y8zQs
Moores Mobile Solutions,4.9,32,5116 Williamson Rd,Roanoke,,Virginia,US,https://www.mooresmobile.com/,(540) 929-0300,Drug testing service,https://www.google.com/maps/search/?api=1&query=Moores%20Mobile%20Solutions&query_place_id=ChIJ7TFeNbYPTYgR33fSNMGap38
QuantumLab Solutions Mobile Phlebotomy Services,4.6,11,7304 Lakewood Dr W Suite 22,Lakewood,,Washington,US,http://quantummobilesolutions.com/,(888) 522-7443,Blood testing service,https://www.google.com/maps/search/?api=1&query=QuantumLab%20Solutions%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJ5yaKhlGe3KIRggeaYtH52oo
Connect Mobile Phlebotomy,5,6,4730 University Wy NE,Seattle,,Washington,US,https://connectmobilephlebotomy.com/,(360) 220-7615,Home health care service,https://www.google.com/maps/search/?api=1&query=Connect%20Mobile%20Phlebotomy&query_place_id=ChIJcXFHlngVkFQRyU8psekDXvA
Best Of Care Mobile Phlebotomy,5,11,3008 Valley Rd NE,Moses Lake,,Washington,US,https://www.bestofcarephlebotomy.com/,(509) 793-3069,Blood testing service,https://www.google.com/maps/search/?api=1&query=Best%20Of%20Care%20Mobile%20Phlebotomy&query_place_id=ChIJvQEaP711oWwRHN6rCLQfcWk
Phlebelle Mobile Services,5,18,2102 E McLoughlin Blvd ste 102,Vancouver,,Washington,US,http://www.phlebellemobile.com/,(253) 881-6984,Laboratory,https://www.google.com/maps/search/?api=1&query=Phlebelle%20Mobile%20Services&query_place_id=ChIJa8-6TQCvlVQR-qo0uDSjz3s
Labcorp,3,44,12615 E Mission Ave #100,Spokane,,Washington,US,https://locations.labcorp.com/wa/spokane/31529/,(509) 928-2467,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJ2cCYlvshnlQRCaQ-9wRek8k
Incyte Diagnostics,1.9,13,13103 E Mansfield Ave,Spokane Valley,,Washington,US,https://www.incytediagnostics.com/,(509) 892-2700,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Incyte%20Diagnostics&query_place_id=ChIJ88rvG_jfYVMR_a75VfmqcGU
Spokane Testing Solutions,4.6,36,357 E 3rd Ave,Spokane,,Washington,US,http://www.spokanetestingsolutions.com/,(509) 838-7133,Drug testing service,https://www.google.com/maps/search/?api=1&query=Spokane%20Testing%20Solutions&query_place_id=ChIJ33MznogYnlQROmURH4IRj40
"QLabs, Inc.",3.6,16,312 MacCorkle Ave SE,Charleston,,West Virginia,US,http://qlabs-inc.com/,(304) 926-0565,Medical laboratory,https://www.google.com/maps/search/?api=1&query=QLabs%2C%20Inc.&query_place_id=ChIJmdAGYRIrT4gRRZ1xpWRW8hQ
Labcorp,4.5,13,3605 Murdoch Ave,Parkersburg,,West Virginia,US,https://locations.labcorp.com/wv/parkersburg/1102/,(304) 422-2802,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Labcorp&query_place_id=ChIJuQQzj3dLSIgR1rlzjKT-40A
"Ross Mobile Phlebotomy Services, LLC",5,5,2325 Verlin Rd Suite 207,Green Bay,,Wisconsin,US,http://havelabswilltravel.org/,(920) 340-8058,Laboratory,https://www.google.com/maps/search/?api=1&query=Ross%20Mobile%20Phlebotomy%20Services%2C%20LLC&query_place_id=ChIJyeAqYUT7AogRzkA2_pxnlNk
Mariposa Mobile Phlebotomy,5,28,,,San Fransisco Bay,California,US,https://www.mariposaphlebotomy.com/,(707) 280-3651,Home health care service,https://www.google.com/maps/search/?api=1&query=Mariposa%20Mobile%20Phlebotomy&query_place_id=ChIJoeP8ynZLhIAR84hBnHhr4JI
Vein-U Mobile Blood Draw,5,52,,,Capital Region,,US,https://www.veinublooddraw.com/,(518) 386-8678,Home health care service,https://www.google.com/maps/search/?api=1&query=Vein-U%20Mobile%20Blood%20Draw&query_place_id=ChIJbyw_8MQN3okRhMtyg4uWqcQ
Eazy Prickz Mobile Solutions,,0,,,Tri-State,Conneticut,,http://www.eazyprickz.com/,(833) 397-7425,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Eazy%20Prickz%20Mobile%20Solutions&query_place_id=ChIJiWgsHp6MLaIR09AykjonbFQ
PFM Mobile Phlebotomy and Wellness LLC,5,26,,,New England,,US,http://pfmphlebotomy.com/,(401) 241-9605,Medical group,https://www.google.com/maps/search/?api=1&query=PFM%20Mobile%20Phlebotomy%20and%20Wellness%20LLC&query_place_id=ChIJo-9odR275YkRrddJBW_aJIo
Phlebstick Mobile LLC,5,96,19 Arnold St,Woonsocket,,Rhode Island,US,https://www.phlebstickmobile.com/,(860) 964-6533,Blood testing service,https://www.google.com/maps/search/?api=1&query=Phlebstick%20Mobile%20LLC&query_place_id=ChIJhynWIC2z54kRQRfjeL9HCl0
All Mobile Phlebotomy Services,4.4,5,30 Massachusetts Ave Suite 102,North Andover,,"ME, NH, VT, MA, CT, RI, and NY",US,http://allmobilephlebotomy.org/,(978) 655-2604,Laboratory,https://www.google.com/maps/search/?api=1&query=All%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJFY81538s0IAR1Tt5YZJyNHw
VeinEx Mobile Phlebotomy LLC,5,25,,Danbury,Fairfield County,Conneticut,US,http://www.veinexct.com/,(203) 489-5418,Blood testing service,https://www.google.com/maps/search/?api=1&query=VeinEx%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJt6D3UtCXDacRquQIM4gLGBQ
Sufficient Mobile Labs LLC,5,37,,,,Connecticut / New york / New Jersey / Delaware / Maryland / Massachusetts / PA,US,http://sufficientmobilelabs.com/,(475) 281-9394,Blood testing service,https://www.google.com/maps/search/?api=1&query=Sufficient%20Mobile%20Labs%20LLC&query_place_id=ChIJuSYYfyUWJKgRLdUAlraSwkM
603 Mobile Phlebotomy Services,5,2,,CenterBarnstead,,New Hampshire,US,https://www.603mobilephlebotomyservices.com/,(603) 496-2088,Blood testing service,https://www.google.com/maps/search/?api=1&query=603%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJTUHVdqyBdwQRo5abEF51Tys
Bella Mobile Phlebotomy Services,5,29,,Seattle,,Washington,US,https://bellamobilephlebotomyservices.com/,(206) 356-5392,Laboratory,https://www.google.com/maps/search/?api=1&query=Bella%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJne6lBOMbkFQRD6gPf-_MBnI
Angels on wheels Mobile Phlebotomy,5,11,,E Rancho Dominguez,,California,US,https://angels-mobilephlebotomy.com/,(424) 370-9778,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Angels%20on%20wheels%20Mobile%20Phlebotomy&query_place_id=ChIJ50MPGmg8KUQRS6iurNIGS70
Busy B Mobile Phlebotomy,4.6,10,1126 S Federal Hwy #1162,Fort Lauderdale,,Florida,US,https://busyb-mobile-phlebotomy.square.site/,(954) 480-3585,Laboratory,https://www.google.com/maps/search/?api=1&query=Busy%20B%20Mobile%20Phlebotomy&query_place_id=ChIJ_TAvWc8F2YgRyDJ-2h1J1iM
At Home Mobile Phlebotomy,5,17,,"Woodland, Davis, El Macero, Natomas, West Sacramento, Winters, Dixon, Arbuckle, Dunnigan, Esparto, Sacramento, Vacaville, Fairfield",,California,US,https://www.athomemedlabs.com/,(530) 908-1096,Laboratory,https://www.google.com/maps/search/?api=1&query=At%20Home%20Mobile%20Phlebotomy&query_place_id=ChIJpZQs75QcI04Rm87hvbFU3mI
PHLEBS MOBILE PHLEBOTOMY SERVICES LLC,5,13,23131 Michigan Ave #1204,Dearborn,,Michigan ,US,https://www.phlebsmobilephlebotomyservicesllc.com/,(248) 832-2859,Laboratory,https://www.google.com/maps/search/?api=1&query=PHLEBS%20MOBILE%20PHLEBOTOMY%20SERVICES%20LLC&query_place_id=ChIJo8_MXtHXH6gRWJ0Xz16eVBs
GetBlood Mobile Phlebotomy,5,86,,,"La County, San Diego County, Kern County, Ventura County, Riverside County",California,US,https://phlebotomy-fast-mobile-phlebotomy.square.site/s/appointments,(323) 948-2555,Home health care service,https://www.google.com/maps/search/?api=1&query=GetBlood%20Mobile%20Phlebotomy&query_place_id=ChIJCyGYBdu3woARAbPPWDvVlNs
The Phleb Mobile Phlebotomy Services,5,5,,,Santa Barbara County,California,US,http://www.thephlebservices.com/,,Blood testing service,https://www.google.com/maps/search/?api=1&query=The%20Phleb%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJ0U6CVDalJC8R7M8dtelrveQ
Sunshine Mobile Phlebotomy Services,5,79,,,"Lake County, Osceola County, Polk Counties",Florida,US,https://sunshinemobilephlebotomy.com/,(689) 407-6243,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Sunshine%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJFWu0D7p73YgRfb7kk647fkA
Express Mobile Phlebotomy,5,64,,,"Lee County, Collier County",Florida,US,http://www.expressmobilephlebotomy.com/,(239) 322-6544,Blood testing service,https://www.google.com/maps/search/?api=1&query=Express%20Mobile%20Phlebotomy&query_place_id=ChIJZwQb1UAH24gRd9IUGsI3f4I
"ALLSTIX MOBILE PHLEBOTOMY SERVICES, LLC.",4.9,43,2400 Herodian Way Suite 220,Smyrna,,Georgia,US,https://allstixmobile.com/,(833) 500-1965,Blood testing service,https://www.google.com/maps/search/?api=1&query=ALLSTIX%20MOBILE%20PHLEBOTOMY%20SERVICES%2C%20LLC.&query_place_id=ChIJ3VCDw9U8g6QRCLgZiEJhMEw
Oasis Mobile Phlebotomy LLC.,5,11,,,"Miami-Dade County, Broward County, Palm Beach County",Florida,US,https://www.oasisphlebotomy.com/,(877) 735-3531,Blood testing service,https://www.google.com/maps/search/?api=1&query=Oasis%20Mobile%20Phlebotomy%20LLC.&query_place_id=ChIJKRL5Bz4A12QROUuuCl0j1ys
One Stop Exam Mobile Phlebotomy Service,4.9,74,,,,"Maryland, Virgina, DC",US,http://www.onestopexam.com/,(301) 818-1206,Medical laboratory,https://www.google.com/maps/search/?api=1&query=One%20Stop%20Exam%20Mobile%20Phlebotomy%20Service&query_place_id=ChIJCwyCneWArg0Rshii-RgBhTg
PhlebCARE Mobile Phlebotomy,5,24,,San Diego,,California,US,https://www.mobilephlebcare.com/,(888) 959-9382,Blood testing service,https://www.google.com/maps/search/?api=1&query=PhlebCARE%20Mobile%20Phlebotomy&query_place_id=ChIJgSPr8kDsNC0Rlush056l4VQ
LabCall Mobile Phlebotomy Services,5,6,,,Tri-Cities,Washington,US,https://mylabcall.com/,(509) 567-5873,Medical clinic,https://www.google.com/maps/search/?api=1&query=LabCall%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJY2JC5HUEkgsRcNKy3yxBJH0
Allpro Mobile Phlebotomy Services LLC,5,2,,Pompano Beach,,Florida,US,,(954) 532-1368,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Allpro%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJ308ymbAF2YgRmswCnUlK3b8
Reset Mobile Phlebotomy Services,5,11,,,"Anne Arundel County, Baltimore County, Carroll County, Howar County",Maryland,US,https://resetmobilephlebotomyservice.com/,(443) 272-1423,Laboratory,https://www.google.com/maps/search/?api=1&query=Reset%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJydaq0L6B-yIRZqsXkC1km_I
Mariposa mobile phlebotomy,5,2,,,"North Bay, San Fransisco Bay",California,US,https://www.mariposaphlebotomy.com/,(707) 280-3651,Laboratory,https://www.google.com/maps/search/?api=1&query=Mariposa%20mobile%20phlebotomy&query_place_id=ChIJwYvhFZsSakkR9d6A4Nk8-XI
Superior Phlebotomy Mobile Technician LLC,5,41,,Stratford,,New Jersey,US,http://www.superiorphlebotomymt.org/,(856) 447-2200,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Superior%20Phlebotomy%20Mobile%20Technician%20LLC&query_place_id=ChIJdyq4ycVB-AgRZZHp3U3ZXAo
Lab dash Mobile LLC Mobile Phlebotomy Services,5,2,,,,California,US,https://labdashmobile.com/,(661) 714-9505,Blood testing service,https://www.google.com/maps/search/?api=1&query=Lab%20dash%20Mobile%20LLC%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJB6YfR-vEXA0R6YEAp7N5zvY
"Mobile Phlebotomy Services of Florida, LLC",5,477,,,"Miami-Dade County, Broward County, Palm Beach County, Port St. Lucie",Florida,US,http://mobilephlebotomyservicesfl.com/,(754) 227-9238,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Services%20of%20Florida%2C%20LLC&query_place_id=ChIJTU1Ur8UJ2YgR0rvjDqiw6iE
Hands of Care Mobile Phlebotomy,5,26,,,"Sacramento County, Yolo, County, Placer County, El Dorado County",California,US,http://www.handsofcaremobile.com/,(916) 730-9633,Laboratory,https://www.google.com/maps/search/?api=1&query=Hands%20of%20Care%20Mobile%20Phlebotomy&query_place_id=ChIJuXoTOk53FqoRtEnYSNqAarE
Wonder Stick Mobile Phlebotomy,5,5,,Philadelphia,,Pennsylvania,US,https://www.wonderstick.health/,(888) 978-4256,Blood testing service,https://www.google.com/maps/search/?api=1&query=Wonder%20Stick%20Mobile%20Phlebotomy&query_place_id=ChIJzaReE5ozWCIR8lGlyX9YCrE
"Advanced Mobile Phlebotomy Service, LLC",5,12,,"Mooresville, Huntersville, Statesville, Winston Salem, Lake Norman, Charlotte, Hickory ",,North Carolina,US,http://www.advancedmobilephlebotomyservice.com/,(704) 437-1780,Laboratory,https://www.google.com/maps/search/?api=1&query=Advanced%20Mobile%20Phlebotomy%20Service%2C%20LLC&query_place_id=ChIJvQo-CrdiB4IR3dZTUBPzK8M
Lab Exodus Mobile Phlebotomy Hawaii,5,12,,Kalaheo,,Hawaii,US,https://www.labexodus.com/,(808) 634-4298,Laboratory,https://www.google.com/maps/search/?api=1&query=Lab%20Exodus%20Mobile%20Phlebotomy%20Hawaii&query_place_id=ChIJ18XEZOVxUEcRyhKMWC1sTeU
Speedy Mobile Phlebotomy LLC,5,139,,,,,,http://www.smpofflorida.com/,(954) 675-1044,Laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJ91el61mk2YgRn-YpwiGXBEw
Home Draw Mobile Phlebotomy,5,30,,,,,,https://www.homedrawmobile.com/,(630) 277-9456,Laboratory,https://www.google.com/maps/search/?api=1&query=Home%20Draw%20Mobile%20Phlebotomy&query_place_id=ChIJIb896VXvDogRt-oQDQWlCII
Mobile Phlebotomy of The South,5,1,,,,,,,(225) 384-6657,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20of%20The%20South&query_place_id=ChIJC9UHgjujJoYRhSwimtnGEYo
Veinpro Mobile Phlebotomy Services,5,8,,,,,,https://joycemcat.wixsite.com/veinpro-mobile-phleb,(714) 756-1642,Laboratory,https://www.google.com/maps/search/?api=1&query=Veinpro%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJmb_xieEhMQQRmD24zatjWqU
EDG Mobile Phlebotomy Services,5,19,,,,,,https://edgmobilephlebotomyservices.com/,(858) 722-9036,Blood testing service,https://www.google.com/maps/search/?api=1&query=EDG%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJVfzXth4vh6wRioQiS6X8gZM
Aloha Mobile Phlebotomy LLC,5,4,,,,,,https://www.alohamobilephlebotomy.com/,(808) 829-8920,Home help service agency,https://www.google.com/maps/search/?api=1&query=Aloha%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJPzETO0YVAHwRBb-XiBcjUx4
On My Way Mobile Phlebotomy Services,5,10,,,,,,https://omw-mobile-lab.square.site/,(325) 320-7917,Medical laboratory,https://www.google.com/maps/search/?api=1&query=On%20My%20Way%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJvWkRxUAewocR8wKPTd3L6jw
Labs2You Mobile Phlebotomy,5,11,,,,,,https://www.labs2you.com/,(209) 594-7076,Home health care service,https://www.google.com/maps/search/?api=1&query=Labs2You%20Mobile%20Phlebotomy&query_place_id=ChIJSfLPCh-9NA0RKx6dqGxW7V8
DS Blessed Hands Mobile Phlebotomy,,0,,,,,,,(313) 208-8595,Laboratory,https://www.google.com/maps/search/?api=1&query=DS%20Blessed%20Hands%20Mobile%20Phlebotomy&query_place_id=ChIJbYVqDWECmKIRO7RulziV1Uk
Aim To Please Mobile Phlebotomy Service,5,1,,,,,,,(734) 363-5596,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Aim%20To%20Please%20Mobile%20Phlebotomy%20Service&query_place_id=ChIJl56THXk_O4gRRmrNNUX0sCI
InstaLabs of Michigan,5,1,,,,,,http://www.instalabsofmichigan.com/,(734) 355-7887,Home health care service,https://www.google.com/maps/search/?api=1&query=InstaLabs%20of%20Michigan&query_place_id=ChIJUQrB_hJKla0RhbepcMf_XK0
Rosia B. Mobile Phlebotomy Services LLC,,0,,,,,,http://rosiabphlebotomy.wixsite.com/,(716) 939-1776,Home health care service,https://www.google.com/maps/search/?api=1&query=Rosia%20B.%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJmccMOECmkacRQt3Jnjo9x0w
"Small Gentle Hands, LLC",5,7,,,,,,https://www.smallgentlehandsllc.org/,(716) 259-6954,Home health care service,https://www.google.com/maps/search/?api=1&query=Small%20Gentle%20Hands%2C%20LLC&query_place_id=ChIJ2cfODAAT04kR-LdUzKhNwIY
Solo Mobile Phlebotomy,,0,,,,,,,(216) 245-2950,Occupational health service,https://www.google.com/maps/search/?api=1&query=Solo%20Mobile%20Phlebotomy&query_place_id=ChIJk_5-HnZUVQoR3RWo7NVURIk
VEINFLOW Mobile Phlebotomy,5,15,,,,,,http://www.veinflow.org/,(585) 770-7003,Blood testing service,https://www.google.com/maps/search/?api=1&query=VEINFLOW%20Mobile%20Phlebotomy&query_place_id=ChIJdeJ-Uoup-w4Rp3y_tpBvalY
Mobile Labs Pro,5,6,,,,,,https://www.mobilelabspro.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1073147446677621108,(440) 328-8125,Community health center,https://www.google.com/maps/search/?api=1&query=Mobile%20Labs%20Pro&query_place_id=ChIJ1Yfa-DIibqYRZBb3FaAysBg
Lord of the Veins Mobile Phlebotomy and Diagnostics LLC,5,17,,,,,,http://www.lordoftheveins.life/,(510) 556-9413,Blood testing service,https://www.google.com/maps/search/?api=1&query=Lord%20of%20the%20Veins%20Mobile%20Phlebotomy%20and%20Diagnostics%20LLC&query_place_id=ChIJSUYZGYsr40ARSjLvkZp72ss
Bevel-up At home blood draw and delivery - Mobile Phlebotomy,5,7,,,,,,https://www.bevel-up.net/,(925) 465-2443,Blood testing service,https://www.google.com/maps/search/?api=1&query=Bevel-up%20At%20home%20blood%20draw%20and%20delivery%20-%20Mobile%20Phlebotomy&query_place_id=ChIJweIqVku2J04RSVkr-wP7MWk
Peace of Mind Mobile phlebotomist.com,5,11,,,,,,https://peaceofmindmobilephlebotomist.com/,(925) 481-9542,Blood bank,https://www.google.com/maps/search/?api=1&query=Peace%20of%20Mind%20Mobile%20phlebotomist.com&query_place_id=ChIJQYizc_xr8qoRuG6htYsTcUk
Lord of the Veins Mobile Phlebotomy and Diagnostics LLC,,0,,,,,,https://lordoftheveins.life/,(510) 556-9413,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Lord%20of%20the%20Veins%20Mobile%20Phlebotomy%20and%20Diagnostics%20LLC&query_place_id=ChIJzwdb-L-LRKQRPKwej096N5M
Zamadhi's Mobile Phlebotomy,5,2,,,,,,https://yakcisneros6.wixsite.com/zamadhisblooddraws,(385) 221-0945,Blood testing service,https://www.google.com/maps/search/?api=1&query=Zamadhi's%20Mobile%20Phlebotomy&query_place_id=ChIJj6bO96uXTYcRyHlZpq6bLwg
Smoothsticks Mobile Phlebotomy,5,2,,,,,,,(816) 974-3408,Laboratory,https://www.google.com/maps/search/?api=1&query=Smoothsticks%20Mobile%20Phlebotomy&query_place_id=ChIJ9Rsf81obwYcRD6gV12EhkK4
Expert Mobile Blood Draws,5,3,,,,,,,(239) 292-7626,Blood testing service,https://www.google.com/maps/search/?api=1&query=Expert%20Mobile%20Blood%20Draws&query_place_id=ChIJxbVCzhlREAARxse2_d2Ij-4
Mobile phlebotomy,,0,,,,,,,,Medical examiner,https://www.google.com/maps/search/?api=1&query=Mobile%20phlebotomy&query_place_id=ChIJnclgcMnJJIgRfDyIGmup_mw
NR Mobile Labs,5,2756,,,,,,http://www.nrmobilelabs.com/,(954) 822-8501,Home health care service,https://www.google.com/maps/search/?api=1&query=NR%20Mobile%20Labs&query_place_id=ChIJWZ6v3foB2YgRU2_JADIL8fI
Mobile Lab Services,5,2,,,,,,,(716) 213-3325,Home health care service,https://www.google.com/maps/search/?api=1&query=Mobile%20Lab%20Services&query_place_id=ChIJ6wNCpJoQxIIRy2mzMdWKZnM
KM Professional Mobile Phlebotomy,,0,,,,,,,(561) 907-1619,Laboratory,https://www.google.com/maps/search/?api=1&query=KM%20Professional%20Mobile%20Phlebotomy&query_place_id=ChIJUQeU93kjy68R1Mm6_EbXICw
KRL Mobile Lab,5,22,,,,,,http://www.krlmobilelab.com/,(888) 553-9994,Laboratory,https://www.google.com/maps/search/?api=1&query=KRL%20Mobile%20Lab&query_place_id=ChIJO4ZE35HECY4Rx96rYyCdZ04
OneStick USA Concierge Mobile Lab,5,70,,,,,,https://onestickusa.wixsite.com/one-stick-usa,(954) 670-3184,Blood testing service,https://www.google.com/maps/search/?api=1&query=OneStick%20USA%20Concierge%20Mobile%20Lab&query_place_id=ChIJN-taNFPuHAwRmjFM85g5LZA
preferred home phlebotomy - mobile phlebotomy,,0,,,,,,https://preferredhomephlebotomy.com/,(561) 739-0915,Medical laboratory,https://www.google.com/maps/search/?api=1&query=preferred%20home%20phlebotomy%20-%20mobile%20phlebotomy&query_place_id=ChIJT525igs4km4RWFlHLS8f-lY
Angel Touch Mobile Phlebotomy Services LLC,,0,,,,,,,(716) 708-3788,Laboratory,https://www.google.com/maps/search/?api=1&query=Angel%20Touch%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJsci_0h-2mS8RGV-JOzDqlQg
Stick and move mobile phlebotomist LLC,,0,,,,,,http://www.stickandmovemp.com/,(877) 627-8189,Home health care service,https://www.google.com/maps/search/?api=1&query=Stick%20and%20move%20mobile%20phlebotomist%20LLC&query_place_id=ChIJX-IgVGaYLW4R4sw0Rx8uEK8
Quick Lab Mobile,5,3,,,,,,https://quicklabmobile.com/,(855) 729-1756,Blood testing service,https://www.google.com/maps/search/?api=1&query=Quick%20Lab%20Mobile&query_place_id=ChIJSazz5aRqO0YRJlG5yDWtorY
Helping Hands Mobile Medical Service,5,8,,,,,,,(216) 785-8549,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Helping%20Hands%20Mobile%20Medical%20Service&query_place_id=ChIJm480pwj7MIgRWF0EnEj8Zpc
MobileBloodDraw,5,4,,,,,,https://www.mobileblooddraw.org/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=18199357006027082474,(916) 205-0235,Home health care service,https://www.google.com/maps/search/?api=1&query=MobileBloodDraw&query_place_id=ChIJF4A7hhO6kCUR5gdk69xakQc
Simply Draw Phlebotomy LLC.,,0,,,,,,https://simplydraw.org/,(305) 741-1310,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Simply%20Draw%20Phlebotomy%20LLC.&query_place_id=ChIJ9QDs5OWbT0ARDijzFphnxTw
DELICATELY TOUCHED LLC Mobile Phlebotomy,,0,,,,,,,(561) 853-5389,Home health care service,https://www.google.com/maps/search/?api=1&query=DELICATELY%20TOUCHED%20LLC%20Mobile%20Phlebotomy&query_place_id=ChIJY2fwwQl11wARBNONPiOkxjs
Busy Beez Phlebotomy LLC,,0,,,,,,http://www.busybeezphlebotomy.net/,(239) 238-2107,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Busy%20Beez%20Phlebotomy%20LLC&query_place_id=ChIJQ2yXuWAd24gRMn53-MDsC3Q
Meraki Exclusive Phlebotomy Mobile Service,,0,,,,,,,(305) 434-6843,Laboratory,https://www.google.com/maps/search/?api=1&query=Meraki%20Exclusive%20Phlebotomy%20Mobile%20Service&query_place_id=ChIJRWL7bRYu540R5TiOnax_JRg
Bloodugo | Mobile Lab Services,5,6,,,,,,https://bloodugo.square.site/,(408) 673-7935,Home health care service,https://www.google.com/maps/search/?api=1&query=Bloodugo%20%7C%20Mobile%20Lab%20Services&query_place_id=ChIJpU4B4ZrJj4ARfhw5g6AqDUY
Mobile Virtuous Phlebotomy,5,5,,,,,,,(954) 861-9390,Laboratory,https://www.google.com/maps/search/?api=1&query=Mobile%20Virtuous%20Phlebotomy&query_place_id=ChIJr68UmR9f04YRGtwDpNjWXBE
