name,totalScore,reviewsCount,street,regions serviced,city,state,countryCode,website,phone,categoryName,url,is_mobile_phlebotomy,is_nationwide,verified_service_areas,validation_notes,logo,profileImage,businessImages,bio,foundedYear,teamSize,yearsExperience,zipCodes,serviceRadius,travelFee,googlePlaceId,testimonials,certifications,licenseNumber,insuranceAmount,specialties,emergencyAvailable,weekendAvailable,email,contactPerson,languages
NyWes Phlebotomy & Mobile Health Services LLC,2.6,5.0,2740 Central Pkwy #5,"Montgomery, Alabama area",Montgomery,Alabama,US,https://nywes.com/,(334) 233-1485,Medical clinic,https://www.google.com/maps/search/?api=1&query=NyWes%20Phlebotomy%20%26%20Mobile%20Health%20Services%20LLC&query_place_id=ChIJNWWQmP8qjIgRLvyh40--Krk,Yes,No,"Montgomery, Alabama area",Mobile phlebotomy and health services in Montgomery area,,,,"Home - Nywes                                                                                     Phone (904) 621-5114   Enroll Now  Donate             Toggle navigation                     Home  About  Courses   Medical Coding and Billing  Medical Assistant  Phlebotomy Tech  Pharmacy Tech    Services   Mobile Phlebotomy    Staff  Enroll Now  Donate  Contact                 Sport Mobile Phlebotomy Nywes brings professional blood collection to you, wherever you are. BOOK NOW Pediatric  Home Visit  Clinics and Hospitals  Sport Mobile Phlebotomy Nywes brings professional blood collection to you, wherever you are.",2010.0,,,"3,207,336,106",,,ChIJNWWQmP8qjIgRLvyh40--Krk,,CERTIFIED,,,"Corporate,Pediatric",False,False,,,English
Safe Hands Phlebotomy LLC,3.7,3.0,3263 Demetropolis Rd Suite 9,"Mobile, Alabama area",Mobile,Alabama,US,,(251) 263-0012,Surgical center,https://www.google.com/maps/search/?api=1&query=Safe%20Hands%20Phlebotomy%20LLC&query_place_id=ChIJ0z9pjwxNmogR9tFiuMOK_Ns,Yes,No,"Mobile, Alabama area","Mobile phlebotomy service in Mobile, AL",,,,"Safe Hands Phlebotomy LLC provides mobile phlebotomy services in Mobile, Alabama.",,,,,,,ChIJ0z9pjwxNmogR9tFiuMOK_Ns,,ASCP Certified,,,,False,False,,,English
Alaska Mobile Laboratory,4.5,4.0,"Mile Post 1314, Alaska Hwy #5","Tok, Alaska area",Tok,Alaska,US,,(907) 883-4446,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Alaska%20Mobile%20Laboratory&query_place_id=ChIJy15-r6eJSlERKLCpyxRZ8sY,Yes,No,"Tok, Alaska area",Mobile laboratory services in Alaska,,,,"Alaska Mobile Laboratory provides mobile phlebotomy services in Tok, Alaska.",,,,,,,ChIJy15-r6eJSlERKLCpyxRZ8sY,,ASCP Certified,,,,False,False,,,English
Valley Phlebotomy Service LLC.,3.4,9.0,951 Bogard Rd STE 102,"Wasilla, Alaska area",Wasilla,Alaska,US,https://www.facebook.com/Valley-Phlebotomy-Service-LLC-126436710743825/,(907) 376-6435,Drug testing service,https://www.google.com/maps/search/?api=1&query=Valley%20Phlebotomy%20Service%20LLC.&query_place_id=ChIJLWRoyD_eyFYRAa0a0K4znyc,Yes,No,"Wasilla, Alaska area",Mobile phlebotomy and drug testing in Wasilla area,,,,"Valley Phlebotomy Service LLC. provides mobile phlebotomy services in Wasilla, Alaska.",,,,,,,ChIJLWRoyD_eyFYRAa0a0K4znyc,,ASCP Certified,,,,False,False,,,English
"Northern Sky Phlebotomy Services, LLC",5.0,3.0,3327 Fairbanks St Unit E,"Anchorage, Alaska area",Anchorage,Alaska,US,,(907) 302-1674,Medical clinic,https://www.google.com/maps/search/?api=1&query=Northern%20Sky%20Phlebotomy%20Services%2C%20LLC&query_place_id=ChIJXbGHS0sfZY0RIrrsGWOH1Cg,Yes,No,"Anchorage, Alaska area",Women-owned mobile phlebotomy service in Anchorage,,,,"Northern Sky Phlebotomy Services, LLC provides mobile phlebotomy services in Anchorage, Alaska.",,,,,,,ChIJXbGHS0sfZY0RIrrsGWOH1Cg,,ASCP Certified,,,,False,False,,,English
Northwest Phlebotomy School Anchorage,5.0,24.0,721 Depot Dr Suite 118,"Anchorage, Alaska area",Anchorage,Alaska,US,https://www.nwphlebotomyschool.com/,(360) 522-3226,Vocational school,https://www.google.com/maps/search/?api=1&query=Northwest%20Phlebotomy%20School%20Anchorage&query_place_id=ChIJQ7zrBC29yFYRRssXdrwL5u8,No,No,"Anchorage, Alaska","Phlebotomy training school, not a mobile service",https://www.nwphlebotomyschool.com/wp-content/uploads/2019/12/Logo-NWP.png,,,"Home - Northwest Phlebotomy School - Northwest Phlebotomy School                                                             Skip to Main Content        About Us          Reviews      Blog      FAQ        Courses          Phlebotomy      IV Training      Groups        Locations          Alabama      Arizona      Connecticut      Delaware      District of Columbia      Florida      Illinois      Indiana      Kentucky      Maine      Maryland      Massachusetts      Michigan      Minnesota      Missouri      New Jersey      New York      North Carolina      Ohio      Oklahoma      Oregon      Rhode Island      South Carolina      Tennessee      Texas      Virginia      Washington      Wisconsin                      SEE OUR REVIEWS    360-522-3226     ENROLL NOW              About Us   Reviews News FAQ Careers  Courses   Phlebotomy IV Training Groups  Locations       Alabama Arizona Connecticut Delaware District of Columbia     Florida Illinois Indiana Kentucky Maine     Maryland Massachusetts Michigan Minnesota Missouri     New Jersey New York North Carolina Oklahoma     Oregon Rhode Island South Carolina Tennessee     Texas Virginia Washington Wisconsin                                              ENROLL                    Phlebotomy and IV Training Courses Get Certified as a Phlebotomist With Northwest Phlebotomy School    Jumpstart your journey in the healthcare industry through our phlebotomy and IV programs. Enroll Now Why Students Choose Northwest Phlebotomy School         Marnasha Cetz  ★★★★★  9 months ago   Mikal was so patient, informative ans friendly during  … Read More our class.",,,,,,,ChIJQ7zrBC29yFYRRssXdrwL5u8,,CERTIFIED,,,,False,True,,,English
Northern Sky Mobile Phlebotomy Services,,0.0,624 W International Airport Rd,"Anchorage, Alaska area",Anchorage,Alaska,US,https://www.northernskymobilephlebotomy.com/schedule-mobile-phlebotomy-services,(907) 302-1674,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Northern%20Sky%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJ__8vjJKXyFYROOVMifXzQ5c,Yes,No,"Anchorage, Alaska area",Mobile phlebotomy service serving Anchorage area,,,,"Northern Sky Mobile Phlebotomy Services provides mobile phlebotomy services in Anchorage, Alaska.",,,,,,,ChIJ__8vjJKXyFYROOVMifXzQ5c,,ASCP Certified,,,,False,False,,,English
ALS Geochemistry - Fairbanks,4.9,9.0,1060 Bush St,"Fairbanks, Alaska area",Fairbanks,Alaska,US,https://www.alsglobal.com/en/geochemistry,(907) 452-2188,Laboratory,https://www.google.com/maps/search/?api=1&query=ALS%20Geochemistry%20-%20Fairbanks&query_place_id=ChIJ345pHyhFMlERMHDXePn8Z00,No,No,"Fairbanks, Alaska","Geochemistry laboratory, not mobile phlebotomy",https://www.alsglobal.com/-/media/ALSGlobal/Header/logo.png?h=194&iar=0&w=194&hash=73C10C1C26338D6D91076164A7C3173C,,,"Geochemistry Testing and Analysis Services | ALS                          Services       Environmental  Equipment reliability  Food & agrisciences  Mining & commodities  Personal care & OTC  Pharmaceutical & healthcare         Site assessment & remediation     Environmental monitoring     Water industry     Air monitoring     Industrial & occupational hygiene     PFAS         Oil analysis     Coolant & transformer fluid testing     Fuel & DEF testing     Consulting, training & reporting     Additional condition monitoring         AgriSciences     Food safety & quality testing     Non-food testing     Technical services, audit & training         Mine site operations     Geochemistry     Geoanalytics     Coal     Metallurgy     Assay & inspection         Quality control     Efficacy testing     Safety testing     Clinical studies         Pharmaceutical services     Analytical services           Company       About ALS  Sustainability  Investor relations  Careers  News & media  Corporate governance  Contact us           ALS Locations    Sustainability    Careers        Search        Search                   English      GLOBAL WEBSITE   English  Español  Français  Português     REGIONAL WEBSITES     Australia     Brazil     Czech Republic     Denmark     Finland     France     Germany     Hong Kong     India     Italy     Malaysia     New Zealand     Norway     Portugal     Romania     Saudi Arabia     Singapore     Spain     Sweden     Switzerland  - DE  - FR     Thailand     Turkey     UK     USA           Login         ALS Solutions  ALS Solutions provides you with online access to your sample and analytical information from
"Mobile Phlebotomy Arizona, LLC",5.0,1.0,455 N Mesa Dr Suite 16B,"Mesa, Arizona area",Mesa,Arizona,US,http://www.mobilephlebotomyarizona.com/,(480) 565-7621,Medical group,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Arizona%2C%20LLC&query_place_id=ChIJRdKb2SenK4cRIipWqf9JRxs,Yes,No,Arizona statewide,"Mobile phlebotomy serving Phoenix metro, Tucson, Flagstaff, Sedona and surrounding areas. 24/7 service by appointment",,,,"MOBILE PHLEBOTOMY ARIZONA, LLC  powered by Phoenix Vascular Access               MOBILE PHLEBOTOMY ARIZONA POWERED BY PHOENIX VASCULAR ACCESS (877)930-0339 MOBILE PHLEBOTOMY ARIZONA MOBILE PHLEBOTOMY ARIZONA MOBILE PHLEBOTOMY ARIZONA MOBILE PHLEBOTOMY ARIZONA MOBILE PHLEBOTOMY ARIZONA MOBILE PHLEBOTOMY ARIZONA MOBILE PHLEBOTOMY ARIZONA MOBILE PHLEBOTOMY ARIZONA MOBILE PHLEBOTOMY ARIZONA MOBILE PHLEBOTOMY ARIZONA MOBILE PHLEBOTOMY ARIZONA MOBILE PHLEBOTOMY ARIZONA (480)565-7621 MOBILE PHLEBOTOMY ARIZONA MOBILE PHLEBOTOMY ARIZONA MOBILE PHLEBOTOMY ARIZONA MOBILE PHLEBOTOMY ARIZONA (480)565-7621 Mobile Phlebotomy Arizona Phoenix Vascular Access Contact Mobile Phlebotomy   mobile phlebotomy arizona networks with top medical teams phoenix vascular access supports expansion FOR MOBILE PHLEBOTOMY ARIZONA TEAMS - open 24 hrs Why does Mobile Phlebotomy Arizona have the best team and support for patients and healthcare community throughout Arizona? We work with the top vascular access teams and phlebotomy labs throughout the state of Arizona. How does Phoenix Vascular Access, LLC support Mobile Phlebotomy Arizona, LLC? Mobile Phlebotomy Arizona was growing at a rapid pace and we needed to have support throughout the entire state of Arizona with locations.",,,,,,,ChIJRdKb2SenK4cRIipWqf9JRxs,,ASCP Certified,,,,False,False,,,English
XtreamVein Mobile Phlebotomy,5.0,7.0,"Floors 1&2, 3707 E Southern Ave","Mesa, Arizona area",Mesa,Arizona,US,https://xtreamvein.com/,(480) 577-9373,Home health care service,https://www.google.com/maps/search/?api=1&query=XtreamVein%20Mobile%20Phlebotomy&query_place_id=ChIJlxRdz9WvK4cRXRFPM0OdLWI,Yes,No,"Mesa/Queen Creek, Arizona area","Mobile phlebotomy service with 20+ years experience. RPT-AMT certified phlebotomist specializes in difficult draws, NICU/Pediatric, and special needs patients. Partners with Labcorp and Sonora.",https://www.shift4shop.com/images/credit-card-logos/cc-sm-4.png,,,"Xtream Vein - Affordable Mobile Phlebotomy for All                                   Announcement! 📢      BREAKING BOUNDARIES  IN HEALTHCARE:  Proud to Announce our Dynamic Partnerships with Leading Medical Laboratories!                 Do not show me again  Read More Close                       !!Promotion!!       Do not show again        XtreamVein Toggle navigation       HOME     SERVICES   GALLERY       Social media     MENTORSHIP      about us     CONTACT US           You're watching Xtream Vein Mobile Phlebotomy      Close                 Welcome to xtream vein mobile phlebotomy  Over 20 Years Of Experience, Highly Skilled And Certified  We Provide Services at Patients’ Homes, Places Of Business, Or Locations That Are Most Convenient. MAKE AN APPOINTMENT                        Get started   Home  Book an Appointment   Accepted Payments  We accept credit cards/debit cards    About us   Company Information  Contact us     Contact Us   Email:xtreamvein@gmail.",,,20.0,85206,,,ChIJlxRdz9WvK4cRXRFPM0OdLWI,,CERTIFIED,,,,False,True,xtreamvein@gmail.com,,English
Ideal Mobile Lab Services LLC,5.0,9.0,Phoenix Metro,"Phoenix, Arizona area",Phoenix,Arizona,US,http://www.idealmobilelabservices.com/,(623) 272-0832,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Ideal%20Mobile%20Lab%20Services%20LLC&query_place_id=ChIJZ8kttEgTK4cReQx4wyBJ0LY,Yes,No,"Phoenix, Arizona metro area","Mobile phlebotomy with CMLA certified phlebotomist having 10 years experience. Offers blood, urine, stool samples, COVID testing, addiction management. Serves Phoenix metro area.","https://static.wixstatic.com/media/fbc6fa_9ed948e49e594e218778bbad10075389~mv2.png/v1/fill/w_322,h_60,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/cpr.png",,,"Home | Ideal Mobile Lab Services LLC | Mobile Phlebotomy Lab Testing in Phoenix, AZ                top of page Book Now      Call Us (623) 272-0832      Home Our Services Contact Blog WELCOME Ideal Lab Services was born with one mission in mind:  to create a safe, easy and quick space for your lab testing needs!  Services range from blood, urine & stool samples to pre-testing (for virus, illness, addiction management, pregnancy and more). It is my desire to always create an environment where their testing needs are quick, comfortable and as pain free as possible; whether it's their first test or their hundredth! Our Services      YOUR HEALTH COMES FIRST At Ideal, our services cover just about every lab test you would need.",,,,,,,ChIJZ8kttEgTK4cReQx4wyBJ0LY,,CERTIFIED,,,,False,False,cindy@idealmobilelabservices.com,,English
"PediaLabs, LLC",5.0,308.0,4653 S Lakeshore Dr #1,"Tempe, Arizona area",Tempe,Arizona,US,http://mypedialabs.com/,(480) 395-3972,Laboratory,https://www.google.com/maps/search/?api=1&query=PediaLabs%2C%20LLC&query_place_id=ChIJdxGubxcHK4cR8y_IeqBOuwY,Yes,No,"Maricopa and Pinal counties, Arizona","Specialty mobile phlebotomy focusing on pediatric and special circumstances. Serves children, autism, and anxiety patients. Travel to homes/offices in Maricopa and Pinal counties starting at $115.",,,,"PediaLabs, LLC provides mobile phlebotomy services in Tempe, Arizona.",,,,,,,ChIJdxGubxcHK4cR8y_IeqBOuwY,,ASCP Certified,,,,False,False,,,English
Unique Lab Services,4.7,145.0,13253 N La Montana Dr # 103,"Fountain Hills, Arizona area",Fountain Hills,Arizona,US,http://uniquelabservices.com/,(480) 765-2677,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Unique%20Lab%20Services&query_place_id=ChIJ___L54iYK4cRYGKHehBzEcQ,Yes,No,Arizona statewide,"Mobile phlebotomy leader in Arizona since 2013. Serves homebound, transportation-limited patients. BBB accredited, accepts insurance and Medicare. Skilled phlebotomists handle difficult cases.",https://uniquelabservices.com/wp-content/uploads/2023/10/uls-header-logo.png,,,"Unique Lab Services: Mobile Blood Work in Arizona!                                                          Now serving more areas!                    Phone:  480-765-2677            Location:  Fountain Hills, AZ            Mon - Fri:  8:00 AM - 5:00 PM                          Home  About Us  Services  Patients  Doctors  Contact  FAQ          Book a Home Visit                                         Mobile Lab Collection Services      Never go to the lab again!      We come to you, draw your blood, and take it to the lab!         Request Appointment            Tests & Services                                                               Only $59*​         * I n c lu de s t r a v el t o o n -s i te l oca t i on a n d  d r o p -o ff  t o de s i gn a ted l a b  f or p r oc e ss i ng &  r ep o r t i ng t o y o ur he a lth ca r e p r o v i de r. Provider Ordered General Diagnostic Testing       Limited CLIA waived in-home testing       Medicare always welcome*       Qualifying insurance plans accepted with provider's prior approval           Book a Home Visit                               Find the right test for your needs!      Providing High Quality Test Services to Your Home                     General Diagnostic Testing                  Routine Draws       Fasting Required Tests       Vaccinations (Flu & COVID-19)       Critical Time-Sensitive Draws           Book Now              Specialized Testing                  Medication Level Testing       Thyroid Testing       Cholesterol Testing       Glucose Level Testing       Timed Ambiotic Testing           Book Now              Other Lab Testing                  Stat Draws       Cancer Screening       Specimen Pickup & Delivery Services       Urine: Routine and 24-Hour Collection           Book Now                           Committed to Excellence and Quality Diagnostics             Book Now                  Unique Lab Services’ professional and reliable team members take pride in the quality of their service.",,,,"17,930,852,688,526,900,000",,,ChIJ___L54iYK4cRYGKHehBzEcQ,,ASCP Certified,,,Assisted Living,False,False,info@UniqueLabServices.com,,English
One Medical Primary Care Clinic - Four Embarcadero Center,4.0,41.0,Four Embarcadero Center Lobby Level (2nd Floor,"San Francisco, CA area",San Francisco,CA,US,https://onemedical.com/locations/sf/4ec?y_source=1_MTA1Mzk0OTM0MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(888) 663-6331,Medical clinic,https://www.google.com/maps/search/?api=1&query=One%20Medical%20Primary%20Care%20Clinic%20-%20Four%20Embarcadero%20Center&query_place_id=ChIJpRm_M2GAhYAREu3rUbBzhac,No,Yes,Multiple states,Fixed medical clinic locations with membership-based primary care. Not a mobile phlebotomy service.,,,,"Primary Care Physicians in San Francisco, CA - Four Embarcadero Center | One Medical                                                                 Schedule an appointment—   See availability nearby                                            Locations    Offices    Virtual Care      For You    Adults under 65    Adults 65+    Kids    Medicare agents      For Business    Overview    Results    Mental Health    Small Business    For Consultants    Resource Center    Get in Touch      Log in    Sign up                                Office locations    Virtual Care    Insurance    Providers    Services    Blog    Give a membership    Careers    For You    Adults under 65    Adults 65+    Kids    Business    Medicare agents                   Log in opens in a new window     Sign up opens in a new window                       Home /  Locations /  SF Bay Area Primary Care Doctor's Offices /      Primary Care Doctor's Office in San Francisco, CA   Four Embarcadero Center    Our Four Embarcadero Center office offers exceptional primary care for adults of all ages, including seniors on Medicare. Additional Information  Our Four Embarcadero Center doctor's office is on the lobby level (2nd Floor), one floor up from street.",,,,94111,,,ChIJpRm_M2GAhYAREu3rUbBzhac,,ASCP Certified,,$4 ,,False,False,,,English
Walls Phlebotomy,5.0,16.0,210 Estates Dr,"Roseville, California area",Roseville,California,US,https://www.wallsphlebotomy.com/,(916) 741-2944,Laboratory,https://www.google.com/maps/search/?api=1&query=Walls%20Phlebotomy&query_place_id=ChIJ48Oti9AtAG8R3bJwNLwhlcE,Yes,No,"Sacramento County, South Placer County, California","Family-owned mobile phlebotomy with 4+ years experience. Specializes in geriatrics. Serves Roseville, Rocklin, Lincoln areas. Spanish-speaking staff available. HSA/FSA accepted.",https://wallsphlebotomy.com/wp-content/uploads/2023/11/cropped-new-logo-2-239x239.jpeg,,,"Walls Phlebotomy is a mobile laboratory service that comes to you. Walls Phlebotomy offers licensed mobile phlebotomists who collect your lab samples at home, work, or care facilities—no waiting rooms, no expensive rides.",,,,,,,ChIJ48Oti9AtAG8R3bJwNLwhlcE,,CERTIFIED,,,,True,False,,,English
Anzel's Touch Mobile Phlebotomy,5.0,1.0,5161 Olivia Ln,"Riverside, California area",Riverside,California,US,https://anzel-s-touch-mobile-phlebotomy.ueniweb.com/?utm_campaign=gmb,(951) 220-4166,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Anzel's%20Touch%20Mobile%20Phlebotomy&query_place_id=ChIJnyupDqa33IARlVda74uC_o4,Yes,No,"Riverside, California area","Mobile phlebotomist specializing in geriatrics, provides COVID-19 swab testing. Described as 'Mobile Angel' with excellent skills for difficult blood draws. Takes extra safety precautions.",,,,"Anzel's Touch Mobile Phlebotomy provides mobile phlebotomy services in Riverside, California.",,,,,,,ChIJnyupDqa33IARlVda74uC_o4,,ASCP Certified,,,,False,False,,,English
From the Heart Mobile Phlebotomy LLC,5.0,1.0,2372 Morse Ave suite #994,"Irvine, California area",Irvine,California,US,https://www.fromtheheartmobilelabs.com/,(424) 295-5939,Blood testing service,https://www.google.com/maps/search/?api=1&query=From%20the%20Heart%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJIQkUMQnf3IARs0ucyId9fRo,Yes,No,"Irvine, California area","Mobile phlebotomy established in 2017. Offers concierge services in homes/offices. Provides drug testing, DNA/Paternity testing, COVID testing, gender review. Serves newborns and up. Open 24 hours Mon-Sat.",https://5ef27187b4.clvaw-cdnwnd.com/4935506272ccb41e5ab2c86d893d7da9/200000033-e81e1e81e3/02.png?ph=5ef27187b4,,,com                                Welcome to From The Heart Mobile Labs info@fromtheheartmobilelabs. com 424-295-5939                                  From The Heart Mobile Labs           Menu        Home   Services   News   About me   Contact    More                                                 Phleboto my Concierge Service s        At From The Heart Mobile Labs we understand that our services can be a great help to many patients.,,,,,,,ChIJIQkUMQnf3IARs0ucyId9fRo,,ASCP Certified,,,,False,False,info@fromtheheartmobilelabs.com,,English
Mobile Phlebotomy Services in Ventura County,5.0,202.0,1000 Town Center Dr #300,"Oxnard, California area",Oxnard,California,US,http://www.thebiocells.com/,(833) 324-6235,Local medical services,https://www.google.com/maps/search/?api=1&query=Mobile%20Phlebotomy%20Services%20in%20Ventura%20County&query_place_id=ChIJrzcIEHnl9WIRxJf0HYmEG9I,Yes,No,"Ventura County, California",Mobile phlebotomy service (Bio-Cells/thebiocells.com) operating in Ventura County including Oxnard. Offers convenient blood collection options.,,,,"Mobile Phlebotomy Services in Ventura Bio-Cells              Mobile Phlebotomy Services in Ventura Bio-Cells Mobile Phlebotomy Services in Ventura Bio-Cells Mobile Phlebotomy Services in Ventura Bio-Cells Mobile Phlebotomy Services in Ventura Bio-Cells Mobile Phlebotomy Services in Ventura Bio-Cells Mobile Phlebotomy Services in Ventura Bio-Cells Mobile Phlebotomy Services in Ventura Bio-Cells Mobile Phlebotomy Services in Ventura Bio-Cells More  833-324-6235 Welcome Welcome Welcome Welcome  833-324-6235 Welcome Welcome Welcome Welcome     Biocells Services   Mold Testing  Genetic Carrier Screening  Standing / Reoccurring Blood Draws/Specimen Collections  Hormone Testing  Customized Patient Lab Test Ordering  Services  Vitamin Testing  Prenatal Testing  Random Blood Draws/Specimen Collections  Heavy Metal Testing  STD Testing  Services   Allergy Testing  Nutritional Testing  Specialty Kit Draws  Hereditary Cancer Screening    Therapeutic Phlebotomy Therapeutic phlebotomy is a procedure that removes blood to treat conditions like hemochromatosis and polycythemia vera. Send us a message Mobile Phlebotomy Services in Ventura Bio-Cells 1000 Town Center Drive, Oxnard, California 93036, United States 833-324-6235 Open today 07:00 am – 02:00 pm Get directions   ⭐⭐⭐⭐⭐Voices from our community   Connect with us   Prioritize your health.",,,,93036,,,ChIJrzcIEHnl9WIRxJf0HYmEG9I,,ASCP Certified,,,,False,False,,,English
Health Top Tier- Mobile Phlebotomy Services,5.0,12.0,3101 Ocean Park Blvd Ste 100 #403,"Santa Monica, California area",Santa Monica,California,US,https://healthtoptier.com/,(310) 912-0633,Home health care service,https://www.google.com/maps/search/?api=1&query=Health%20Top%20Tier-%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJNa3cJWHUhWIRBG0lXDLayDM,Yes,No,"Santa Monica, California area",Mobile phlebotomy service operating from Santa Monica. Describes itself as 'Your Trusted Phlebotomy Partner' and provides blood draws at patient locations.,,,,"Health Top Tier- Mobile Phlebtomy Services               Can’t find an appointment slot or need a same-day visit? Contact Us! (310) 912-0633 Sign In Create Account Bookings My Account Signed in as: filler@godaddy. Health Top Tier- Mobile Phlebotomy Services 3101 Ocean Park Blvd Ste 100 #403 Santa Monica, CA 90405 (310) 912-0633 / info@healthtoptier.",,,,90405,,,ChIJNa3cJWHUhWIRBG0lXDLayDM,,ASCP Certified,,,,False,False,filler@godaddy.com,,English
Drawn To You Phlebotomy Care & More,5.0,92.0,770 County Square Dr #103,"Ventura, California area",Ventura,California,US,http://drawntoyoumobilephlebcare.com/,(805) 391-4756,Local medical services,https://www.google.com/maps/search/?api=1&query=Drawn%20To%20You%20Phlebotomy%20Care%20%26%20More&query_place_id=ChIJZXY2WkfGgUcRSqDMnOP9LU8,Yes,No,"Ventura County, California","Mobile phlebotomy exceeding standard service. Functions as independent lab for blood drawing/specimen collection. Provides specialty kit draws, self-advocating patient tests, rapid testing, biometric screening.",,,,"Drawn To You               (805) 391-4756 (805) 391-4756 HOME SERVICES THERAPEUTIC PHLEBOTOMY CONTACT US SPECIALTY KITS PRIVACY POLICY DRUG AND ALCOHOL TESTING PATIENT PREPERATION DNA TESTING PRP Q&A BIOMETR “ENSURING INTEGRITY, ONE SAMPLE AT A TIME. ” CONTACT US   SEE WHAT PEOPLE ARE SAYING ABOUT DRAWN TO YOU   SPECIALTY KIT BLOOD DRAWS Find out more   SERVICES DNA TESTING Learn More   BLOOD DRAWS Find out more   PLATELET RICH PLASMA (PRP) LEARN MORE   THERAPEUTIC PHLEBOTOMY THERAPEUTIC PHLEBOTOMY THERAPEUTIC PHLEBOTOMY BIOMETRICS THERAPEUTIC PHLEBOTOMY THERAPEUTIC PHLEBOTOMY LEARN MOORE   DRUG AND ALCOHOL TESTING Find out more   TEST PRICING AND TEST DETAIL/ SELF-PAY START HERE   PROMARKER D PromarkerD is a revolutionary blood test that can predict a patient's risk of developing diabetic kidney disease (DKD) up to 4 years in advance - even when eGFR and albuminuria levels are normal.",,,,,,,ChIJZXY2WkfGgUcRSqDMnOP9LU8,,ASCP Certified,,,,False,False,,,English
TravaLab,3.5,52.0,101 Jefferson Dr,"Menlo Park, California area",Menlo Park,California,US,http://travalab.com/,(800) 921-6933,Home health care service,https://www.google.com/maps/search/?api=1&query=TravaLab&query_place_id=ChIJE3k7fdmVj4ARTaWzDs60qqQ,Yes,Yes,"Nationwide (headquartered in Menlo Park, CA)","Nationwide mobile phlebotomy platform. Professional phlebotomists come to homes/offices. Digital scheduling platform, $75+ service fees, partners with Myriad, IgeneX, Spectracell. Does not accept insurance.",http://travalab.com/_next/static/media/logo-blue.b4649489.svg,,,"Travalab Mobile Phlebotomy | At-Home Blood Draw & Lab Testing Home Partners Sign In Schedule Now At-home blood draws anytime, anywhere We offer at-home blood draws for all specialty & general lab tests Schedule Now Partner with Us Serving patients nationwide The process Schedule online Sharing your availability will help us connect you to a mobile phlebotomist that has availability to suit your schedule. Why Patients use TravaLab “ I am a Telelhealth Physician and have patients across the country.",,,,,,,ChIJE3k7fdmVj4ARTaWzDs60qqQ,,ASCP Certified,,,,False,False,,,English
