title,totalScore,reviewsCount,street,regions serviced,city,state,countryCode,website,phone,categoryName,url
Northwell Health Labs at 242 Mason Avenue,4.3,7,242 Mason Ave,,Staten Island,New York,US,https://www.northwell.edu/northwell-health-labs/locations/242-mason-avenue?utm_source=provider_listing&utm_medium=partner&utm_campaign=doctor_dot_com,(718) 226-6120,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Northwell%20Health%20Labs%20at%20242%20Mason%20Avenue&query_place_id=ChIJZSLkFMpPwokRAkH28JwAEMo
Speedy Sticks,4,4,1655 Union St,,Brooklyn,New York,US,https://www.speedysticks.com/,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks&query_place_id=ChIJ9yb1GYBcwokRCnqdDppk6HI
Northwell Health Labs at Plainview,3.1,24,377 S Oyster Bay Rd,,Plainview,New York,US,https://nwhlabs.northwell.edu/locations/plainview?utm_source=provider_listing&utm_medium=partner&utm_campaign=yext,(516) 858-4126,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Northwell%20Health%20Labs%20at%20Plainview&query_place_id=ChIJXwpw5K6BwokRsDbGK8pXv2Q
WestMed Lab,1.6,8,210 Westchester Ave,,White Plains,New York,US,https://www.westmedgroup.com/services/lab-and-pathology/hours,(914) 682-0700,Medical laboratory,https://www.google.com/maps/search/?api=1&query=WestMed%20Lab&query_place_id=ChIJQU7omGSXwokRbZaVhYZOl8M
Laboratory/Pathology Services,3.5,2,55 Palmer Ave,,Bronxville,New York,US,https://www.nyp.org/lawrence/laboratory,(914) 787-3276,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Laboratory%2FPathology%20Services&query_place_id=ChIJAc8eBLKSwokRM7ZQw7w3Yso
ArmHug,,0,33 Nassau Ave,,Brooklyn,New York,US,https://armhug.com/,(925) 331-0029,Medical supply store,https://www.google.com/maps/search/?api=1&query=ArmHug&query_place_id=ChIJ7fbfLD1ZwokRTKCIrOzPSiE
The New Millennium Training Center,4.8,40,331 Seaview Ave,,Staten Island,New York,US,http://www.thenewmillenniumtrainingcenter.com/,(718) 667-7741,Nursing school,https://www.google.com/maps/search/?api=1&query=The%20New%20Millennium%20Training%20Center&query_place_id=ChIJrcdUksROwokRW5A0ckLHvqI
Speedy Sticks,3.9,111,980 6th Ave,,New York,New York,US,https://www.speedysticks.com/,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks&query_place_id=ChIJ4bfo0atZwokRoFV22i_o83s
Vita Mobile Care,5,5,1055 E Tremont Ave,,Bronx,New York,US,https://vitamobilecare.com/,(877) 231-6601,Hospital department,https://www.google.com/maps/search/?api=1&query=Vita%20Mobile%20Care&query_place_id=ChIJ2ZHHx831wokRlVyJLbwNxD4
Speedy Sticks (25 Broad Saint ),4,4,25 Broad St,,New York,New York,US,,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks%20(25%20Broad%20Saint%20)&query_place_id=ChIJfShbwBZawokRRKndxpHcmdM
Speedy Sticks,5,2,80 Broad St,,New York,New York,US,https://www.speedysticks.com/,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks&query_place_id=ChIJmS8DBRRawokRvfXvcrM9UHQ
Primitis Mobile Examiners LLC,5,1,5997 Riverdale Ave,,Bronx,New York,US,,(929) 522-8054,Blood testing service,https://www.google.com/maps/search/?api=1&query=Primitis%20Mobile%20Examiners%20LLC&query_place_id=ChIJOxTC-U7ywokRm6v5LUY28Es
VeniStat Mobile Labs,4.6,56,353 W 48th St Suite 450,,New York,New York,US,http://www.venistatmobilelabs.com/,(929) 529-7799,Medical laboratory,https://www.google.com/maps/search/?api=1&query=VeniStat%20Mobile%20Labs&query_place_id=ChIJtS0asApZwokRRrT1cxA2qOY
Sunrise Medical Laboratories,3.1,53,694 Motor Pkwy #5,,Hauppauge,New York,US,https://www.sunriselab.com/,(631) 273-1806,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Sunrise%20Medical%20Laboratories&query_place_id=ChIJacHxVVIw6IkRpb0YoqL8hss
Speedy Sticks,4.3,69,16 E 34th St,,New York,New York,US,https://www.speedysticks.com/,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks&query_place_id=ChIJu9ivMqhZwokRhkwHSQJvm-E
Speedy Sticks,3.5,50,60 W 13th St,,New York,New York,US,https://www.speedysticks.com/,(347) 292-9570,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Speedy%20Sticks&query_place_id=ChIJ__-vx5dZwokRyY-a3kM-f_M
ALLIANCE Laboratories,3,67,3611 14th Ave,,Brooklyn,New York,US,https://alliancelaboratories.com/,(718) 851-5773,Medical laboratory,https://www.google.com/maps/search/?api=1&query=ALLIANCE%20Laboratories&query_place_id=ChIJA0NRvc5bwokRtx8yW5aBP8w
Elite Mobile Examiners,,0,341 Carol Dr,,Massapequa Park,New York,US,https://www.nyelitemobileexaminers.com/,(516) 795-1245,Medical examiner,https://www.google.com/maps/search/?api=1&query=Elite%20Mobile%20Examiners&query_place_id=ChIJ14wz9avDRqARyFvUFYOeo4A
BIO-CARE SERVICES INC,5,180,3201 Grand Concourse # 2n,,Bronx,New York,US,http://www.biocareservicesinc.com/,(718) 313-0432,Blood testing service,https://www.google.com/maps/search/?api=1&query=BIO-CARE%20SERVICES%20INC&query_place_id=ChIJbxc5X_DzwokRtAEomWrh2-4
Optum Lab Draw Station - Fishkill - Merrit Blvd,,0,60 Merritt Blvd,,Fishkill,New York,US,https://east.optum.com/locations/lab-draw-station-fishkill-merritt-blvd?cid=OC_80.6+dirc+os+NY+Optum_cmm+newpat+netnew+gprac+ggl+eng+na+l,,Diagnostic center,https://www.google.com/maps/search/?api=1&query=Optum%20Lab%20Draw%20Station%20-%20Fishkill%20-%20Merrit%20Blvd&query_place_id=ChIJMY5OocQ33YkRn9vHqgkN190
Quest Diagnostics,3.8,24,86 Briggs St Ste 2A,,Johnstown,New York,US,https://locations.questdiagnostics.com/ny/johnstown/86-briggs-st,(518) 736-4665,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quest%20Diagnostics&query_place_id=ChIJwacRxyuN3okRFIgxdJ_vApQ
Guthrie Lourdes Hospital Laboratory Services,3.1,13,169 Riverside Dr,,Binghamton,New York,US,https://www.guthrie.org/locations/lourdes-hospital-laboratory-services?utm_source=other&utm_medium=listing&utm_campaign=yext,(607) 798-5216,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Guthrie%20Lourdes%20Hospital%20Laboratory%20Services&query_place_id=ChIJQd2IszLv2okRXEl_-S--rM4
UR Medicine Labs – Rochester (Culver Road),3.4,32,905 Culver Rd,,Rochester,New York,US,https://www.urmc.rochester.edu/locations/labs-perinton,(585) 758-0510,Medical laboratory,https://www.google.com/maps/search/?api=1&query=UR%20Medicine%20Labs%20%E2%80%93%20Rochester%20(Culver%20Road)&query_place_id=ChIJL3dV3Yi11okRMDe3sJysSlc
Outpatient Blood Drawing Lab,2.3,3,90 Presidential Ct # 1,,Syracuse,New York,US,https://www.upstate.edu/pathology/healthcare/patient-info/service_centers.php,(315) 464-2545,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Outpatient%20Blood%20Drawing%20Lab&query_place_id=ChIJLZwCRbvz2YkRqIaFusHoYC0
Upstate Pathology Laboratory,,0,6620 Fly Rd #202,,East Syracuse,New York,US,https://www.upstate.edu/pathology/healthcare/patient-info/service_centers.php,(315) 464-1640,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Upstate%20Pathology%20Laboratory&query_place_id=ChIJFQyn456S2YkRUVL3nHezNq0
The Lab: Mobile Phlebotomy Svcs LLC,5,16,101 N Tryon St Suite 600,,Charlotte,North Carolina,US,,(980) 433-0730,Medical laboratory,https://www.google.com/maps/search/?api=1&query=The%20Lab%3A%20Mobile%20Phlebotomy%20Svcs%20LLC&query_place_id=ChIJI1bICJqhVogRcmebFxm5ZE0
Meridian Laboratory,5,4,2401 Whitehall Park Dr Suite 700,,Charlotte,North Carolina,US,http://www.meridianlaboratory.com/,(704) 992-0708,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Meridian%20Laboratory&query_place_id=ChIJx6xlB3IjIRURg3fTk_kvtTQ
"Straight To The Vein , Phlebotomy services",5,10,2 Centerview Dr,,Greensboro,North Carolina,US,https://straighttothevein8.godaddysites.com/,(833) 378-8834,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Straight%20To%20The%20Vein%20%2C%20Phlebotomy%20services&query_place_id=ChIJC4fylwQR_IARM7WoOMRCRRQ
Piedmont Paramedical Association Inc,4.3,4,7204 W Friendly Ave A,,Greensboro,North Carolina,US,http://www.piedmontparamedical.com/,(336) 315-0704,Drug testing service,https://www.google.com/maps/search/?api=1&query=Piedmont%20Paramedical%20Association%20Inc&query_place_id=ChIJKUxzfyfQJRUR9wGE8BhEe2s
Lighthouse Lab Services,4.3,29,1337 Hundred Oaks Dr Suite A,,Charlotte,North Carolina,US,https://www.lighthouselabservices.com/?utm_campaign=gmb,(844) 789-4874,Consultant,https://www.google.com/maps/search/?api=1&query=Lighthouse%20Lab%20Services&query_place_id=ChIJJ9fCNWaNrIkR_rfhugKULuE
Top Phlight Lab Services,,0,1213 W Morehead St 5th Floor,,Charlotte,North Carolina,US,,(704) 778-4400,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Top%20Phlight%20Lab%20Services&query_place_id=ChIJFdmKDeGhVogR3w_y4zQrV30
"Serenity Mobile Phlebotomy, LLC",,0,8511 Davis Lake Pkwy C6-149,,Charlotte,North Carolina,US,https://www.serenitymobilephlebotomy.com/,(910) 882-3555,Medical office,https://www.google.com/maps/search/?api=1&query=Serenity%20Mobile%20Phlebotomy%2C%20LLC&query_place_id=ChIJGWWnjaunVogRTcoZZkAEd-Q
Caring Hands Medical Lab Services,5,704,116 Salem Towne Ct,,Apex,North Carolina,US,http://caringhandsmls.com/,(888) 351-9922,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Caring%20Hands%20Medical%20Lab%20Services&query_place_id=ChIJaWnAk6VnrIkRh8cKq9-bJOc
OML Wellness Solutions / Phlebotomy/ DOT Physicals/ Drug Screening Testing / DNA Testing/ Mobile Services,1,1,322 Lamar Ave Ste 105,,Charlotte,North Carolina,US,http://omlwellness.com/,(980) 207-0638,Laboratory,https://www.google.com/maps/search/?api=1&query=OML%20Wellness%20Solutions%20%2F%20Phlebotomy%2F%20DOT%20Physicals%2F%20Drug%20Screening%20Testing%20%2F%20DNA%20Testing%2F%20Mobile%20Services&query_place_id=ChIJMa9TJEOfVogRNAfvlMCwO7M
"Collaborative Diagnostics, LLC",5,10,29339 Euclid Ave Ste 300,,Wickliffe,Ohio,US,https://www.collabdiagnostics.com/,(440) 901-5227,Drug testing service,https://www.google.com/maps/search/?api=1&query=Collaborative%20Diagnostics%2C%20LLC&query_place_id=ChIJS3N6be6qMYgRrp_Z9OnmGuE
Cleveland Reliable Draw,4.7,15,781 Beta Dr H,,Mayfield,Ohio,US,https://www.clevelandreliabledraw.com/,(216) 855-0967,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Cleveland%20Reliable%20Draw&query_place_id=ChIJgQU8sD2XmWYRhLfKqMaImmo
One Vein Mobile Phlebotomy,4.5,2,815 Superior Ave STE 1618,,Cleveland,Ohio,US,https://www.oneveinmobilephlebotomy.com/,(234) 973-8454,Laboratory,https://www.google.com/maps/search/?api=1&query=One%20Vein%20Mobile%20Phlebotomy&query_place_id=ChIJ3XsKMI77MIgRrwnj6imMfow
We’re Near The Vein Mobile Phlebotomist,4.6,10,23611 Chagrin Blvd # 120,,Beachwood,Ohio,US,http://www.werenearthevein.com/,(216) 939-6768,Blood testing service,https://www.google.com/maps/search/?api=1&query=We%E2%80%99re%20Near%20The%20Vein%20Mobile%20Phlebotomist&query_place_id=ChIJ5QjT2tkZaqkR4KcJeNdpILk
Moody Mobile Lab Services LLC,3.7,3,12023 Willard Ave,,Garfield Heights,Ohio,US,,(216) 855-2658,Home health care service,https://www.google.com/maps/search/?api=1&query=Moody%20Mobile%20Lab%20Services%20LLC&query_place_id=ChIJf6_RzOnjMIgRNYE-Pxh7Y2I
Mercy Health - Westfield Lab Services,4.2,13,3425 Executive Pkwy Suite 215,,Toledo,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-westgate-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(419) 407-3650,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Westfield%20Lab%20Services&query_place_id=ChIJt6myFxB_PIgRlMHobqbfRIw
"QuickDraws Mobile Lab, LLC",4.9,21,1577B Goodman Ave Suite 3,,Cincinnati,Ohio,US,https://quickdrawsllc.com/,(513) 202-3410,Medical laboratory,https://www.google.com/maps/search/?api=1&query=QuickDraws%20Mobile%20Lab%2C%20LLC&query_place_id=ChIJAUuXNG5LQIgRtw3uIy-DoeM
APPS Paramedical,2.5,8,5050 Pine Creek Dr,,Westerville,Ohio,US,http://www.appsparamedical.com/,(614) 839-2777,Medical examiner,https://www.google.com/maps/search/?api=1&query=APPS%20Paramedical&query_place_id=ChIJicULDm5gOIgRzhHJxPATNAU
"TridentCare, formally known as MobileX USA",2.3,10,6185 Huntley Rd Suite P,,Columbus,Ohio,US,http://www.mobilexusa.com/,(614) 888-2226,X-ray lab,https://www.google.com/maps/search/?api=1&query=TridentCare%2C%20formally%20known%20as%20MobileX%20USA&query_place_id=ChIJ924_sq6MOIgRchXqwVNe2U0
OhioHealth Laboratory Services - Marion Medical Campus,3.3,4,1040 Delaware Ave,,Marion,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-marion-medical-campus,(740) 383-7999,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Marion%20Medical%20Campus&query_place_id=ChIJ62NU4LAbOYgRKcrc-uUsq38
TruBlood LLC,5,6,341 S 3rd St,,Columbus,Ohio,US,https://www.trublood.org/,(614) 367-6578,Wellness program,https://www.google.com/maps/search/?api=1&query=TruBlood%20LLC&query_place_id=ChIJ96oHS9wshEARjhTFzMCLI_M
Mercy Health - Salem Lab Services,2.5,2,564 E 2nd St,,Salem,Ohio,US,https://www.mercy.com/locations/specialty-locations/lab-and-imaging-centers/mercy-health-salem-lab-services?utm_source=google&utm_medium=organic&utm_content=local_website_link,(234) 567-8150,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Mercy%20Health%20-%20Salem%20Lab%20Services&query_place_id=ChIJPxAXVGCrNogRbZvk4905YR0
OhioHealth Laboratory Services - Shelby Hospital,1,2,199 W Main St,,Shelby,Ohio,US,https://www.ohiohealth.com/locations/laboratory/laboratory-services-shelby-hospital,(419) 342-1727,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OhioHealth%20Laboratory%20Services%20-%20Shelby%20Hospital&query_place_id=ChIJSdixM5iROYgRcIDH-iNyTzU
Essential Life Diagnostics,5,7,7049 Taylorsville Rd D2,,Huber Heights,Ohio,US,https://www.essentiallifediag.com/,(937) 251-6446,Laboratory,https://www.google.com/maps/search/?api=1&query=Essential%20Life%20Diagnostics&query_place_id=ChIJOYSZLel9P4gRXnF8nihgqJg
Guardian Labs Phlebotomy School,,0,2323 Montana Ave Suite 500,,Cincinnati,Ohio,US,https://guardianlabsllc.com/,(513) 888-6471,School,https://www.google.com/maps/search/?api=1&query=Guardian%20Labs%20Phlebotomy%20School&query_place_id=ChIJneQ0vom1QYgRTRgDF2nSXyM
Katura Laboratory Mobile Phlebotomy Services,,0,"Corporate office, Elm St ste 270 1178",,Cincinnati,Ohio,US,http://katuralab.com/,(833) 528-8721,Laboratory,https://www.google.com/maps/search/?api=1&query=Katura%20Laboratory%20Mobile%20Phlebotomy%20Services&query_place_id=ChIJZaDUTDuxQYgRV1Ff9J-our0
Empress Mobile Phlebotomy Services LLC,,0,2345 Ashland Ave,,Cincinnati,Ohio,US,https://empressmps.com/about-us/,(513) 512-2272,Laboratory,https://www.google.com/maps/search/?api=1&query=Empress%20Mobile%20Phlebotomy%20Services%20LLC&query_place_id=ChIJAyKRlcuzQYgR8oKC4esmIXw
VENISTAT Mobile Phlebotomy LLC,5,2,221 Outer Belle Dr,,Dayton,Ohio,US,https://venistat.org/contact,(937) 307-9639,Medical laboratory,https://www.google.com/maps/search/?api=1&query=VENISTAT%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJ___P4r1_QIgRh2vLqsfghEY
Stellar Labs NW,,0,"6464 SW Borland Rd, 1 2 Suite C-5",,Tualatin,OR,US,http://stellarlabsnw.com/,(503) 878-5418,Laboratory,https://www.google.com/maps/search/?api=1&query=Stellar%20Labs%20NW&query_place_id=ChIJW-wZZXJzlVQRf10p-s24JSE
VenaCare NW Wellness Clinics and Mobile Phlebotomy,4.8,35,6464 SW Borland Rd Suite C-5,,Tualatin,Oregon,US,http://www.venacarenwlabs.com/,(503) 878-5418,Medical laboratory,https://www.google.com/maps/search/?api=1&query=VenaCare%20NW%20Wellness%20Clinics%20and%20Mobile%20Phlebotomy&query_place_id=ChIJDyKXCz5zlVQRodOXQ8AFEzs
Legacy Laboratory Services - Good Samaritan Building 3 Patient Service Center,3.7,29,1130 NW 22nd Ave Ste 360,,Portland,Oregon,US,,(503) 413-6589,Medical clinic,https://www.google.com/maps/search/?api=1&query=Legacy%20Laboratory%20Services%20-%20Good%20Samaritan%20Building%203%20Patient%20Service%20Center&query_place_id=ChIJHQKuefAJlVQR2bTxuU2Lbxc
St. Charles Redmond Family Care Clinic Laboratory,3.3,6,211 NW Larch Ave,,Redmond,Oregon,US,https://www.stcharleshealthcare.org/locations/family-care-redmond-laboratory?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,(541) 706-7717,Medical laboratory,https://www.google.com/maps/search/?api=1&query=St.%20Charles%20Redmond%20Family%20Care%20Clinic%20Laboratory&query_place_id=ChIJ3cj0tuwqv1QR6aRwuvBYgHU
AIMS Vascular Access,5,15,1859 Rambling Dr,,Springfield,Oregon,US,https://aimsvascularaccess.com/,(541) 505-7386,Home health care service,https://www.google.com/maps/search/?api=1&query=AIMS%20Vascular%20Access&query_place_id=ChIJq6pOZA_hwFQRNKn_F5qTvsc
Phlebotomy Training Specialists,4.9,119,8800 SE Sunnyside Rd #2185,,Clackamas,Oregon,US,https://www.phlebotomyusa.com/oregon/clackamas-phlebotomy-courses/?c=clackamas,(888) 531-8378,Vocational school,https://www.google.com/maps/search/?api=1&query=Phlebotomy%20Training%20Specialists&query_place_id=ChIJxUKncTh1lVQRGKoQVHRQh4c
VenaCareNW Wellness Clinics and Mobile Phlebotomy,5,3,6464 SW Borland Rd,,Tualatin,Oregon,US,,,Laboratory,https://www.google.com/maps/search/?api=1&query=VenaCareNW%20Wellness%20Clinics%20and%20Mobile%20Phlebotomy&query_place_id=ChIJz0hNtudzlVQRB7MsMJXG1nU
Stumptown Lab Services LLC,5,83,1355 NW Everett St #100,,Portland,Oregon,US,http://stumptownlabservices.com/,(971) 433-5334,Blood testing service,https://www.google.com/maps/search/?api=1&query=Stumptown%20Lab%20Services%20LLC&query_place_id=ChIJufIAuWPRQIYRoc-SIzXyAFc
Oquirrh Mountain Phlebotomy School,4.1,30,12725 SW Millikan Way Suit 300,,Beaverton,Oregon,US,https://oqmps.com/oregon/,(971) 231-8600,Vocational school,https://www.google.com/maps/search/?api=1&query=Oquirrh%20Mountain%20Phlebotomy%20School&query_place_id=ChIJxRaR76EOlVQRrn-b0CPldbc
"OHSU Outpatient Lab, South Waterfront",3.8,33,"First Floor, 3485 S Bond Ave Building 2",,Portland,Oregon,US,https://www.ohsu.edu/lab-services/outpatient-phlebotomy-services?utm_source=gmb&utm_medium=organic&utm_content=lab-south-waterfront,(503) 494-4214,Medical laboratory,https://www.google.com/maps/search/?api=1&query=OHSU%20Outpatient%20Lab%2C%20South%20Waterfront&query_place_id=ChIJkRHjKhQLlVQR5tIYPjYzW8w
Elite Phlebotomy,2,20,5331 S Macadam Ave #380,,Portland,Oregon,US,,(360) 784-0748,Medical clinic,https://www.google.com/maps/search/?api=1&query=Elite%20Phlebotomy&query_place_id=ChIJuSwrPfgKlVQRbRKghbC-Mno
"Oregon Medical Training, Private Career School",4.4,7,1126 Gateway Loop #108,,Springfield,Oregon,US,http://www.oregonmedicaltraining.com/,(541) 343-3100,School,https://www.google.com/maps/search/?api=1&query=Oregon%20Medical%20Training%2C%20Private%20Career%20School&query_place_id=ChIJg89E4wAdwVQRQyNsq-SkjFc
Wellness Labs Mobile Phlebotomy,5,9,196 W Ashland St,,Doylestown,Pennsylvania,US,https://wellnesslabsmobile.com/,(267) 983-4706,Laboratory,https://www.google.com/maps/search/?api=1&query=Wellness%20Labs%20Mobile%20Phlebotomy&query_place_id=ChIJu-sRxjapxokRiEbiRAbeUZE
Gentle Touch Mobile Phlebotomy LLC,5,22,610 Old York Rd,,Jenkintown,Pennsylvania,US,http://gentletouchmp.com/,(856) 431-3013,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Gentle%20Touch%20Mobile%20Phlebotomy%20LLC&query_place_id=ChIJAQDAn-6wxokRCYFM6JYLh7o
"Divine Touch Mobile Phlebotomy Service, LLC",5,1,6725 Grovers Ave,,Philadelphia,Pennsylvania,US,,,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Divine%20Touch%20Mobile%20Phlebotomy%20Service%2C%20LLC&query_place_id=ChIJX7s-RhfExokRSL-bKdm4-6o
Quikstiks Mobile Lab Service,,0,15917 Kinsack Rd,,Centerville,Pennsylvania,US,https://quikstiks-mobile-lab-service.ueniweb.com/?utm_campaign=gmb,(814) 547-3460,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Quikstiks%20Mobile%20Lab%20Service&query_place_id=ChIJH5-CCfbpMogRWd8D7MivmO0
Compassionate Care Phlebotomy & Medical LLC,4.6,22,413 S Washington Ave,,Scranton,Pennsylvania,US,,(570) 239-4604,Medical clinic,https://www.google.com/maps/search/?api=1&query=Compassionate%20Care%20Phlebotomy%20%26%20Medical%20LLC&query_place_id=ChIJYTv1QwXfxIkRFFvb9yBNjXo
Guthrie Sayre Laboratory Services,,0,1 Guthrie Sq,,Sayre,Pennsylvania,US,https://www.guthrie.org/locations/sayre-laboratory-services?utm_source=other&utm_medium=listing&utm_campaign=yext,(570) 887-4719,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Guthrie%20Sayre%20Laboratory%20Services&query_place_id=ChIJzSUVOToJ0IkRlzzNBaVSEEQ
Geisinger Medical Office Building Wyoming Valley Lab,5,5,950 E Mountain Blvd,,Wilkes-Barre,Pennsylvania,US,https://locations.geisinger.org/Geisinger-Medical-Office-Building-Wyoming-Valley-Lab,(570) 271-6326,Laboratory,https://www.google.com/maps/search/?api=1&query=Geisinger%20Medical%20Office%20Building%20Wyoming%20Valley%20Lab&query_place_id=ChIJs0YerbkbxYkRZe9Xra-WNZs
J C Blair Medical Laboratory,5,4,18831 Sandy Ridge Station,,Orbisonia,Pennsylvania,US,https://www.phhealthcare.org/location/outpatient-care-services/quicklab-orbisoniaa-service-of-penn-highlands-huntingdon-lab-collection-site-596,(814) 447-9511,Medical laboratory,https://www.google.com/maps/search/?api=1&query=J%20C%20Blair%20Medical%20Laboratory&query_place_id=ChIJSb3hsCliyYkR9PD0SbI3SrU
PFM Mobile Phlebotomy and Wellness LLC,,0,19 Arnold St,,Woonsocket,Rhode Island,US,https://www.pfmphlebotomy.com/about-us,(401) 241-9605,,https://www.google.com/maps/search/?api=1&query=PFM%20Mobile%20Phlebotomy%20and%20Wellness%20LLC&query_place_id=ChIJhXfshlBq5IkRxGwwORgrpoI
"Gentle Sticks Mobile Phlebotomy, LLC",4.9,54,4371 Charlotte Hwy Ste 22,,Lake Wylie,South Carolina,US,http://www.gentlesticks.com/,(803) 589-7999,Laboratory,https://www.google.com/maps/search/?api=1&query=Gentle%20Sticks%20Mobile%20Phlebotomy%2C%20LLC&query_place_id=ChIJEzho-raBtmkRg12cZXCw088
Gifted Touch Mobile Phlebotomy,5,22,4235 Hillsboro Pike #300,,Nashville,Tennessee,US,https://nashvillemobilephlebotomy.com/,(615) 768-9406,Community health center,https://www.google.com/maps/search/?api=1&query=Gifted%20Touch%20Mobile%20Phlebotomy&query_place_id=ChIJXV-AsiZlZIgR0qvW-kmWgmE
Prostixmp,,0,1331 Union Ave ste 1002,,Memphis,Tennessee,US,https://prostixmp.com/,(901) 646-5724,Blood testing service,https://www.google.com/maps/search/?api=1&query=Prostixmp&query_place_id=ChIJ8-U6-b9_1YcRt4mdfbvKLrw
Compassionate Care Technical Center,3.8,29,900 E Woodland Ave,,Knoxville,Tennessee,US,,(865) 394-9960,Nursing school,https://www.google.com/maps/search/?api=1&query=Compassionate%20Care%20Technical%20Center&query_place_id=ChIJ38U7Ej89XIgRxZSBZpvhTjU
Divine Testing Solutions,,0,740C Conference Dr,,Goodlettsville,Tennessee,US,http://www.101divineservices.org/,(615) 473-3394,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Divine%20Testing%20Solutions&query_place_id=ChIJW1zKMTlFZIgRcSPHiwHSST0
Fortis Institute in Nashville,4.4,150,3354 Perimeter Hill Dr Suite 105,,Nashville,Tennessee,US,https://www.fortis.edu/campuses/tennessee/nashville.html,(615) 320-5917,Vocational school,https://www.google.com/maps/search/?api=1&query=Fortis%20Institute%20in%20Nashville&query_place_id=ChIJ21vgfVZuZIgR5EnhJ7n6Otk
Lifeline Blood Services,4.4,26,183 Sterling Farms Dr,,Jackson,Tennessee,US,http://lifelinebloodserv.org/,(731) 427-4431,Blood donation center,https://www.google.com/maps/search/?api=1&query=Lifeline%20Blood%20Services&query_place_id=ChIJn44sl9OmfogRG0rfq2Ao18s
Humble Solutions Lab Services,5,12,394 W Main St STE B9,,Hendersonville,Tennessee,US,https://www.humblesolutionslabservices.com/,(615) 697-3871,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Humble%20Solutions%20Lab%20Services&query_place_id=ChIJmcdczFf6NgwR819Ma78iWoc
Vanderbilt Laboratory Services Central One Hundred Oaks,3.1,21,719 Thompson Ln #23108,,Nashville,Tennessee,US,https://vanderbilthealth.com/locations/vanderbilt-laboratory-services-central-one-hundred-oaks?utm_source=Yext,(615) 322-5000,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Vanderbilt%20Laboratory%20Services%20Central%20One%20Hundred%20Oaks&query_place_id=ChIJS3Bn9KNlZIgRaJkVr-p8rec
My Health Check Lab,5,41,845 Bell Rd,,Antioch,Tennessee,US,http://www.myhealthchecklab.com/,(615) 728-0881,Blood testing service,https://www.google.com/maps/search/?api=1&query=My%20Health%20Check%20Lab&query_place_id=ChIJUd1RfPBtZIgRzlg78Wl3leY
Vanderbilt Laboratory Services,5,1,1301 Medical Center Dr Room 1602,,Nashville,Tennessee,US,https://vanderbilthealth.com/locations/vanderbilt-laboratory-services?utm_source=Yext,(615) 322-5000,Medical laboratory,https://www.google.com/maps/search/?api=1&query=Vanderbilt%20Laboratory%20Services&query_place_id=ChIJr108oSlnZIgRbL6tBeHsnLs
Just Do LaBs Mobile Concierge Services,4.9,9,4091 Mallory Ln #114,,Franklin,Tennessee,US,https://www.justdolabs.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16431543382020799453,(615) 596-9878,Blood testing service,https://www.google.com/maps/search/?api=1&query=Just%20Do%20LaBs%20Mobile%20Concierge%20Services&query_place_id=ChIJhy8HK2x_ZIgRawN4qiACiLI
